Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001183673.1	3474	3380	3567	3380	3352	3551	3881	3880	3752	3648	3861	3866
NM_001183674.3	0	0	0	0	0	0	1	0	0	1	0	1
NM_001183675.2	427	480	501	469	441	452	496	489	503	588	549	502
NM_001183676.3	382	369	417	513	434	372	378	420	363	404	425	403
NM_001183677.1	54	63	56	56	62	53	57	66	60	55	63	45
NM_001183678.3	3064	2811	2935	3951	3814	3927	3595	3763	3611	4956	4888	4628
NM_001183679.1	1666	1776	1696	1968	2052	2119	2199	2173	2218	2159	2087	2251
NM_001183680.3	2455	2499	2588	2791	2825	2662	2657	2646	2788	2927	2898	2767
NM_001183681.1	328	402	451	418	431	372	445	414	397	394	397	390
NM_001183683.3	850	910	847	1001	946	929	922	964	920	1005	1020	985
NM_001183684.1	449	526	609	414	436	402	432	408	374	316	340	307
NM_001183685.3	109	92	119	92	80	129	91	106	109	97	113	87
NM_001183686.1	868	864	1048	765	777	813	797	798	755	743	722	783
NM_001183687.3	1	0	0	0	0	0	1	1	0	0	1	0
NM_001183688.1	105	93	95	107	94	93	74	113	92	83	79	81
NM_001183689.3	7350	7349	7538	7773	7755	7629	8031	7549	7678	7008	7075	7294
NM_001183690.1	2268	2164	2135	1917	2007	2045	1995	2079	2169	2177	1970	2013
NM_001183691.3	1897	1904	1910	1972	2067	2076	1840	2036	2092	1948	1795	1782
NM_001183692.1	410	422	293	491	499	348	394	432	370	504	479	505
NM_001183693.3	221	261	303	188	195	187	240	205	207	183	171	160
NM_001183694.1	235	266	213	241	265	217	261	322	308	257	231	256
NM_001183695.3	4061	4036	3647	3836	3703	3505	2941	3092	3129	3113	2957	2977
NM_001183697.1	237	213	200	223	232	255	274	306	276	274	266	254
NM_001183698.3	158	133	155	149	154	157	132	140	139	151	159	160
NM_001183699.1	380	443	467	410	404	406	445	442	450	418	414	417
NM_001183700.3	794	784	770	822	764	806	688	670	707	718	726	712
NM_001183702.1	711	740	776	681	712	644	641	584	610	621	610	565
NM_001183703.3	83	88	82	87	84	96	82	91	86	91	91	89
NM_001183704.1	2048	1897	2177	2176	2232	2190	1992	1915	1785	2124	2165	2052
NM_001183705.3	876	853	823	990	1024	1060	879	979	869	1027	1129	1016
NM_001183706.1	385	434	414	370	398	369	258	239	251	280	292	233
NM_001183707.3	401	421	375	444	483	482	424	464	423	552	464	611
NM_001183708.1	62	58	71	66	64	68	76	88	70	95	102	85
NM_001183709.3	1225	1274	1163	1156	1070	1192	1055	1019	1012	1124	924	1067
NM_001183710.1	639	606	601	578	567	569	607	565	578	549	543	589
NM_001183711.3	127	139	140	162	168	139	149	153	107	158	173	136
NM_001183712.1	17971	17527	16136	15805	16699	14848	15196	14611	15505	13348	13321	13004
NM_001183713.1	1455	1467	1385	1330	1285	1184	1072	986	1034	1007	1095	985
NM_001183714.3	107	125	143	100	99	88	115	80	71	85	97	89
NM_001183715.1	217	247	242	234	288	245	282	280	228	240	230	244
NM_001183716.4	327	301	295	302	311	313	250	233	235	265	282	231
NM_001183717.1	8	3	2	2	1	2	7	0	6	3	1	1
NM_001183718.1	390	412	374	332	361	374	350	379	416	344	347	352
NM_001183720.3	447	405	422	383	399	472	538	506	514	474	505	466
NM_001183721.1	61	60	126	53	62	76	108	153	138	103	94	86
NM_001183722.3	602	466	634	508	546	651	609	559	586	570	525	542
NM_001183723.3	82	96	93	86	77	79	70	60	70	77	82	72
NM_001183724.1	755	652	762	754	712	775	744	665	759	774	773	726
NM_001183725.1	71	79	119	78	78	58	87	71	72	65	59	60
NM_001183726.4	254	220	227	187	129	171	137	135	109	42	40	36
NM_001183727.1	333	326	395	294	301	298	316	337	308	321	314	290
NM_001183728.3	365	329	296	385	333	291	300	294	287	339	299	349
NM_001183730.1	9076	9159	8602	7966	8147	7816	7624	7337	8069	7449	7343	7194
NM_001183731.3	743	728	717	787	790	730	857	860	819	814	814	850
NM_001183732.1	38703	36822	31382	30080	31819	25758	27899	28135	29027	24601	24400	23844
NM_001183733.3	14	14	8	21	11	20	17	16	17	18	19	28
NM_001183735.1	911	925	899	665	715	639	658	611	702	312	255	277
NM_001183736.3	877	845	775	729	708	725	905	939	910	807	895	877
NM_001183737.3	2859	2970	3002	3161	3011	3112	3558	3442	3412	4060	3902	3924
NM_001183739.1	132	134	153	140	170	149	191	157	146	141	136	136
NM_001183740.3	546	629	684	560	556	596	602	643	508	480	527	532
NM_001183741.1	794	859	799	750	767	826	840	773	743	751	764	731
NM_001183742.3	483	486	494	491	465	550	510	466	512	497	498	490
NM_001183743.1	5618	5451	5096	6517	6518	6250	6591	6382	6593	6811	6738	6583
NM_001183744.3	213	220	238	196	190	184	171	156	220	192	203	203
NM_001183746.1	3645	4150	3638	4154	3747	4074	3432	3321	3543	3446	3480	3749
NM_001183747.3	858	940	963	1123	1046	1018	831	931	873	929	943	949
NM_001183748.1	24	31	19	35	27	26	37	30	25	28	28	40
NM_001183749.3	577	595	462	633	591	609	609	681	649	717	643	647
NM_001183750.1	402	394	420	395	429	372	391	466	465	503	553	484
NM_001183752.3	8037	7815	7307	9145	8629	8180	7051	7078	7339	7787	7990	7863
NM_001183754.1	94	106	95	95	87	93	104	104	86	82	65	72
NM_001183755.3	17064	17181	15959	19525	18677	18659	16646	16212	16971	17294	17234	17540
NM_001183756.1	922	917	979	848	800	841	824	776	739	699	668	692
NM_001183757.3	265	236	295	248	248	242	256	270	256	242	224	206
NM_001183758.1	16	19	18	9	15	7	10	16	10	5	11	8
NM_001183759.3	5	7	11	8	5	8	14	14	11	4	8	8
NM_001183760.1	1893	1785	2047	1750	1762	1766	1940	1841	2027	1754	1728	1724
NM_001183761.3	10333	9535	10351	8882	9028	9099	9517	9130	9848	8250	7945	7941
NM_001183762.1	478	438	523	399	472	483	452	436	476	465	381	421
NM_001183764.3	683	666	623	307	258	252	176	206	198	87	89	88
NM_001183766.1	373	480	461	369	336	372	405	316	347	305	314	319
NM_001183767.3	326	339	341	380	431	386	410	418	408	522	496	477
NM_001183768.1	4	3	13	8	5	2	4	9	3	22	21	22
NM_001183769.3	156	142	155	150	158	169	186	200	185	164	162	175
NM_001183770.1	117	96	126	131	109	114	140	115	107	126	128	118
NM_001183771.3	1	0	0	0	0	2	3	0	0	2	1	1
NM_001183772.1	280	274	261	287	279	238	257	243	260	265	280	283
NM_001183773.3	352	357	304	375	403	389	327	345	327	369	336	379
NM_001183774.1	513	561	556	541	499	576	579	586	582	581	507	559
NM_001183775.3	1428	1440	1385	1340	1299	1258	1368	1297	1476	1297	1190	1247
NM_001183776.1	626	704	684	837	846	735	874	884	876	1045	991	1062
NM_001183777.3	501	543	576	611	678	639	613	599	554	719	682	636
NM_001183778.1	89	82	69	89	87	113	69	61	75	77	97	88
NM_001183779.3	586	591	490	459	481	483	445	510	554	448	429	405
NM_001183780.1	495	548	568	520	544	517	659	655	618	634	600	651
NM_001183781.3	10386	10013	9375	9156	8538	8715	8271	7942	8740	7469	7422	8019
NM_001183782.1	2213	2254	2343	3478	3450	3674	3463	3527	3746	4990	4797	4748
NM_001183783.3	132	129	124	128	158	154	150	172	155	147	135	183
NM_001183785.1	11	2	8	7	8	12	11	9	21	10	19	20
NM_001183787.3	408	398	407	534	550	543	526	559	523	698	733	722
NM_001183788.1	102	120	158	124	148	137	148	144	159	146	146	163
NM_001183789.3	33576	31672	31096	29762	29801	28912	25927	26577	28206	22316	23514	23079
NM_001183790.1	842	948	1048	1156	1097	1184	1316	1268	1232	1449	1474	1370
NM_001183791.3	308	313	353	300	327	346	363	338	386	320	314	286
NM_001183792.1	516	602	565	562	527	533	517	586	522	593	527	570
NM_001183793.3	533	606	475	581	566	636	518	472	544	604	557	598
NM_001183794.1	1223	1365	1100	2916	3250	3073	3092	3210	3155	8481	8729	8706
NM_001183795.3	5965	5632	6243	4679	4970	5200	5903	6217	6539	5505	5140	5384
NM_001183797.3	486	497	486	360	390	356	340	344	349	215	161	179
NM_001183798.1	32	49	56	48	48	58	53	44	45	42	34	26
NM_001183800.3	48	49	53	40	40	45	37	45	61	42	44	49
NM_001183801.1	40	25	24	23	24	15	9	19	11	12	12	12
NM_001183802.1	8037	4906	4694	6137	5427	5366	4606	5466	4498	6637	8200	6052
NM_001183803.3	12700	7591	6248	6577	5478	5938	4669	5102	3579	4579	5566	4192
NM_001183804.1	244	152	155	222	196	162	190	211	117	164	219	151
NM_001183805.3	168	152	190	151	208	202	201	163	150	220	228	211
NM_001183806.1	137	137	185	143	148	139	160	174	136	152	148	156
NM_001183807.3	1	3	2	2	4	2	0	3	0	2	2	2
NM_001183808.1	3	5	3	9	4	12	5	8	7	12	18	12
NM_001183809.3	71	83	116	56	40	81	65	61	67	54	52	59
NM_001183810.1	268	315	280	248	261	223	267	258	231	215	212	214
NM_001183811.3	1	1	3	1	4	0	0	4	3	1	2	3
NM_001183813.1	7	3	8	4	2	13	12	10	7	15	29	12
NM_001183814.3	0	0	0	0	1	2	1	1	1	1	1	1
NM_001183815.1	428	385	390	337	339	296	366	320	303	309	337	296
NM_001183816.1	156	144	143	128	137	157	160	140	159	156	172	185
NM_001183817.1	119	140	137	161	148	149	178	174	171	198	200	174
NM_001183818.1	3971	4178	3716	6189	6177	5779	5153	5364	5223	7800	7751	7844
NM_001183819.1	51	55	58	88	61	61	65	67	90	65	78	61
NM_001183820.1	839	865	981	847	780	803	899	914	909	720	843	793
NM_001183821.1	207	255	229	227	237	233	262	228	228	257	230	270
NM_001183822.1	109	95	114	101	121	101	131	97	96	114	124	136
NM_001183823.1	2022	2100	2217	2311	2232	2306	2164	2245	2183	2563	2417	2375
NM_001183824.1	1953	1987	2043	2036	2194	1881	2258	2286	2265	2501	2507	2401
NM_001183825.1	164	163	224	200	181	207	172	172	209	200	218	197
NM_001183826.1	3776	3713	3800	4290	4190	4251	4820	4746	4760	5430	5269	5428
NM_001183827.1	307	336	338	446	375	384	354	367	358	407	449	394
NM_001183828.1	186	158	143	159	171	184	151	157	167	133	147	150
NM_001183829.1	362	299	295	351	378	369	416	423	437	438	462	466
NM_001183830.2	1028	1266	1047	781	688	738	708	705	784	778	616	733
NM_001183831.1	13	22	18	29	27	23	39	43	24	42	38	31
NM_001183832.1	185	149	188	147	134	99	128	140	149	100	124	106
NM_001183833.1	7021	7097	7315	4251	3671	1569	3989	3948	2353	604	639	572
NM_001183834.1	262	228	319	256	247	263	280	306	271	322	309	310
NM_001183836.1	236	251	237	290	286	316	305	294	281	284	296	336
NM_001183837.1	859	831	781	869	871	901	1001	971	1015	947	890	856
NM_001183838.1	82	72	97	76	81	83	92	108	92	112	105	102
NM_001183840.1	192	175	193	162	164	179	235	192	216	159	207	161
NM_001183841.1	1	1	2	1	3	5	0	1	4	4	7	5
NM_001183842.1	8015	8147	7546	8597	8029	8433	8084	8278	8266	8639	8395	8901
NM_001183843.1	194	158	172	191	181	212	170	202	219	230	178	172
NM_001183844.1	759	864	919	864	822	771	813	799	789	811	771	704
NM_001183845.1	581	605	630	576	609	674	670	747	724	763	747	814
NM_001183846.1	1556	1629	1464	1307	1376	1351	1596	1778	1604	1554	1359	1508
NM_001183847.1	0	1	3	1	2	0	0	4	4	2	7	2
NM_001183848.1	12	17	21	15	14	17	29	29	26	27	30	16
NM_001183850.1	6134	6487	5525	6972	5868	5248	5376	5238	4540	4139	4749	4641
NM_001183851.1	13808	12110	12534	10161	10791	11105	10546	11487	12628	10159	10272	9765
NM_001183852.1	161	169	195	127	145	144	89	118	116	126	130	114
NM_001183853.1	128	120	130	102	87	108	106	109	139	116	101	100
NM_001183854.1	182	197	217	164	174	172	179	185	185	207	161	189
NM_001183855.1	102	86	72	87	90	61	100	82	100	106	96	95
NM_001183856.1	157	165	158	130	145	154	149	144	156	181	175	167
NM_001183857.1	2386	2516	2356	2406	2312	2439	1926	1932	2141	1981	2010	1742
NM_001183859.1	280	265	275	297	269	290	294	276	327	259	263	294
NM_001183860.1	125	123	114	85	122	123	94	87	64	114	99	88
NM_001183861.1	102	81	93	96	99	84	87	105	92	87	68	80
NM_001183862.1	7610	7072	6554	6894	6496	7228	6115	6358	7157	6358	6308	6606
NM_001183863.1	1060	1034	911	989	942	930	789	905	892	929	813	893
NM_001183864.1	1279	1168	1266	1177	1270	1210	1361	1430	1426	1367	1373	1370
NM_001183865.1	121	141	155	169	145	152	129	135	127	151	145	149
NM_001183866.4	78	79	74	113	107	93	87	73	75	98	92	81
NM_001183867.1	871	965	998	1147	1138	1194	996	938	891	1092	1154	1145
NM_001183868.1	16	21	16	7	7	15	15	17	17	22	27	20
NM_001183869.1	390	448	396	388	430	377	336	366	366	369	365	366
NM_001183871.1	341	362	411	258	217	290	325	323	312	245	240	222
NM_001183872.1	1103	970	985	1318	1110	1516	913	891	813	604	616	716
NM_001183873.1	859	875	878	969	1056	1109	974	989	942	1092	1131	1131
NM_001183874.1	84	71	79	52	65	51	64	77	75	81	66	74
NM_001183875.1	34350	34096	31791	37164	37960	35379	33032	32990	34874	34677	34938	35416
NM_001183877.1	2224	2334	2287	2049	1898	2053	1846	1905	1950	2102	2027	1996
NM_001183878.1	167	170	185	159	164	167	149	150	142	165	154	146
NM_001183879.1	228	243	248	203	228	209	285	280	256	276	269	220
NM_001183880.1	160	146	134	125	118	127	129	140	136	156	105	133
NM_001183881.1	213	227	240	179	152	212	203	197	235	171	186	164
NM_001183882.1	207	204	224	170	194	210	172	195	188	186	174	163
NM_001183883.1	211	202	213	189	209	169	206	215	221	198	217	208
NM_001183884.1	360	299	369	377	361	341	351	333	340	430	394	382
NM_001183885.1	64	86	76	91	88	76	81	93	93	77	96	60
NM_001183886.1	56	64	71	46	41	60	48	49	47	45	55	48
NM_001183888.1	341	346	282	361	384	324	341	328	288	398	321	360
NM_001183889.1	171	237	172	164	150	162	178	188	168	140	147	141
NM_001183890.1	96	100	95	95	80	74	76	84	85	52	56	64
NM_001183891.1	90	89	92	93	99	96	78	101	82	132	101	101
NM_001183892.1	1568	1715	1562	1687	1828	1699	1654	1561	1615	1957	1764	1860
NM_001183893.1	30830	27730	27534	24057	26091	24553	23442	23881	26099	21685	21261	21198
NM_001183895.1	10830	10582	9375	8705	8373	6197	6545	6301	6528	5302	5031	4996
NM_001183896.1	1059	1040	1053	939	892	993	1078	1043	1171	996	926	1053
NM_001183897.1	282	258	266	205	228	247	243	248	238	209	202	185
NM_001183898.1	1076	1124	1146	866	787	800	873	817	906	774	647	779
NM_001183899.1	4456	4667	3599	4457	3666	4220	3759	4234	4001	4191	3661	4321
NM_001183900.1	1481	1498	1639	2000	1993	2107	1930	1795	1864	2120	2081	2082
NM_001183901.1	481	397	440	402	398	472	476	495	452	447	453	456
NM_001183902.1	39	32	39	54	29	45	66	53	68	102	101	91
NM_001183903.1	189	198	216	201	189	219	198	195	232	281	244	221
NM_001183904.1	66726	61861	58014	59038	60319	55892	52324	54608	56537	50900	51228	50142
NM_001183905.1	3498	3401	3791	3499	3753	3763	4306	4202	4285	4263	4348	3975
NM_001183906.1	522	507	543	527	531	495	741	796	738	563	563	576
NM_001183907.1	2908	2852	3093	2689	2739	2904	2953	2910	3045	2733	2630	2713
NM_001183908.1	1590	1645	1565	1205	1226	1205	1167	1180	1243	977	1055	1002
NM_001183909.1	81	137	150	136	173	182	161	161	160	182	161	172
NM_001183910.1	235	258	291	254	253	286	261	263	259	255	299	254
NM_001183911.1	214	199	179	184	179	204	216	166	180	181	176	164
NM_001183912.1	791	705	844	797	883	990	756	843	853	1041	1045	1019
NM_001183913.1	206	189	192	180	148	177	144	137	166	127	164	116
NM_001183914.1	343	314	369	351	365	343	373	383	380	439	420	384
NM_001183915.1	672	686	779	783	769	795	705	773	771	846	754	760
NM_001183917.1	150	216	179	196	188	233	241	201	187	190	181	201
NM_001183918.1	171	208	246	197	189	210	206	165	216	192	166	152
NM_001183919.1	1069	1153	834	1169	973	998	851	900	973	928	959	1074
NM_001183920.1	38386	37645	38015	37809	36206	36052	32425	32173	32885	30783	30427	31044
NM_001183921.1	93	108	109	109	117	88	88	91	89	107	92	98
NM_001183922.1	160	172	203	177	164	162	148	189	170	207	203	186
NM_001183923.1	96	85	90	80	94	56	87	84	92	85	76	87
NM_001183924.1	530	497	568	434	450	369	507	507	468	446	400	439
NM_001183925.1	2786	2768	2533	2803	2851	3041	2821	2928	3322	3089	3156	3007
NM_001183926.1	701	638	667	794	745	682	825	812	827	895	861	822
NM_001183927.1	54	70	60	79	71	58	102	106	99	138	112	139
NM_001183929.1	668	675	573	671	518	621	563	571	532	504	434	506
NM_001183930.1	410	372	459	387	405	369	462	493	434	444	483	484
NM_001183931.1	2470	2451	2473	2845	2749	2596	3016	2882	2742	3145	3226	3009
NM_001183932.1	652	683	702	820	812	745	727	677	661	818	755	762
NM_001183933.1	103	119	127	153	155	134	140	115	109	159	157	130
NM_001183934.1	195	226	217	216	149	185	146	153	167	151	158	170
NM_001183935.1	2	1	0	0	0	0	0	0	0	0	0	0
NM_001183936.1	312	350	327	388	388	394	433	419	497	468	460	473
NM_001183937.1	149	169	171	152	143	119	160	174	145	154	129	166
NM_001183938.1	142	161	177	141	119	119	109	102	90	113	115	85
NM_001183939.1	853	859	932	956	891	881	1082	1030	1033	1125	1145	1179
NM_001183940.1	3121	2875	3125	2997	3288	2977	3556	3355	3441	3495	3406	3338
NM_001183941.1	1501	1565	1403	1395	1373	1314	1277	1329	1466	1309	1276	1234
NM_001183942.1	557	595	578	503	501	526	604	654	597	507	550	581
NM_001183943.1	1432	1332	1567	1196	1242	1295	1215	1261	1172	1038	1114	1056
NM_001183944.1	1	0	0	0	0	2	0	0	0	2	0	3
NM_001183945.1	61680	55921	57987	46533	50164	51195	49030	49430	54997	43249	41036	41451
NM_001183946.1	124	125	130	155	152	149	157	169	168	177	153	172
NM_001183947.1	136	132	138	142	132	124	128	126	139	131	124	136
NM_001183948.1	58	83	97	30	33	48	51	75	78	45	36	37
NM_001183949.1	1091	1286	1146	1570	1518	1381	1490	1612	1733	2086	2213	2054
NM_001183951.1	1051	1210	971	1298	1265	1257	1373	1316	1310	1335	1269	1363
NM_001183952.1	174	162	184	178	202	161	173	187	168	181	157	172
NM_001183953.1	502	500	531	591	557	507	537	585	497	567	552	574
NM_001183954.1	173	173	151	165	175	156	190	176	185	219	227	229
NM_001183955.1	288	325	348	293	339	323	299	318	283	310	262	302
NM_001183957.1	23911	21680	19821	18406	20025	17570	17000	17634	18469	15095	14286	13790
NM_001183958.1	269	261	306	230	246	232	211	235	221	228	260	184
NM_001183959.1	3159	3075	3327	2910	3212	2897	2809	2727	2769	2997	2721	2948
NM_001183960.1	1172	1297	1151	1015	927	940	767	687	761	710	738	684
NM_001183961.1	40	37	43	23	28	30	30	53	43	27	26	18
NM_001183962.1	5	21	13	12	14	17	19	12	17	13	14	18
NM_001183963.1	72	62	66	55	68	70	74	51	60	74	59	61
NM_001183964.1	195	198	269	227	204	257	218	231	216	240	230	248
NM_001183965.1	203	177	166	205	225	200	240	205	227	294	298	252
NM_001183966.1	214	244	216	263	277	252	296	279	239	286	291	264
NM_001183967.1	237	274	300	249	269	233	199	222	246	209	193	198
NM_001183968.1	4858	4723	5493	5724	6057	5986	6445	6364	6547	6718	6746	6989
NM_001183969.1	334	323	296	314	303	300	331	320	341	388	367	396
NM_001183970.1	143	125	159	148	139	121	126	144	121	114	109	103
NM_001183971.1	257	247	316	282	277	280	265	257	273	274	288	274
NM_001183972.1	769	803	781	774	821	834	753	761	667	641	600	686
NM_001183973.1	300	270	253	255	285	210	241	240	255	308	295	227
NM_001183974.1	19185	19050	18557	18635	18336	18525	19527	18864	19687	17142	16549	17628
NM_001183975.1	291	256	242	317	305	341	372	381	390	451	393	431
NM_001183976.1	172	196	211	165	192	210	220	217	232	195	223	233
NM_001183977.1	2075	2062	2134	2013	2094	2349	1814	2013	1953	2652	2596	2732
NM_001183978.1	63	55	45	61	86	63	71	82	56	85	83	91
NM_001183979.1	1	2	2	0	0	0	0	3	3	2	0	0
NM_001183980.1	90	73	74	98	75	66	78	65	70	66	78	80
NM_001183981.1	30	23	26	29	26	26	21	29	24	39	25	43
NM_001183982.1	96	115	113	105	102	121	102	100	99	113	125	111
NM_001183983.1	1416	1449	1386	1902	1778	1786	1697	1686	1584	2170	2080	2092
NM_001183984.1	476	566	441	542	531	459	500	477	540	640	632	568
NM_001183985.1	71	39	34	45	32	23	36	57	42	90	56	41
NM_001183986.1	212	170	185	155	149	151	193	219	134	188	181	171
NM_001183987.1	429	436	465	502	474	512	404	471	415	526	539	499
NM_001183988.1	38	54	42	55	52	68	66	52	64	54	60	62
NM_001183989.1	183	169	192	192	186	195	217	175	235	240	224	251
NM_001183990.1	653	617	642	754	744	758	734	786	718	901	958	1023
NM_001183991.1	853	919	744	774	802	718	761	764	856	691	634	615
NM_001183992.1	934	957	1026	799	823	775	900	851	869	658	695	607
NM_001183993.1	598	584	663	581	652	702	595	577	593	576	624	632
NM_001183994.1	492	517	465	541	474	478	407	442	451	423	415	391
NM_001183995.1	599	605	477	699	565	586	525	512	555	638	644	568
NM_001183997.1	1414	1335	1642	1390	1415	1318	1672	1622	1622	1621	1578	1526
NM_001183998.1	1612	1698	1676	1457	1392	1485	1353	1397	1476	1224	1129	1148
NM_001184000.1	18	11	8	12	10	13	19	18	15	27	32	29
NM_001184001.1	0	1	2	0	1	0	0	1	1	3	0	2
NM_001184002.1	560	662	581	662	637	641	651	685	703	796	768	813
NM_001184003.1	10	13	23	16	5	3	6	17	10	9	8	7
NM_001184004.1	2495	2694	1918	2892	2269	2553	1862	1940	2016	2356	2189	2604
NM_001184005.1	103	112	137	113	136	129	150	145	156	171	140	167
NM_001184006.1	0	1	0	2	5	5	4	0	1	5	3	1
NM_001184007.1	241	244	224	224	193	285	154	172	209	215	189	197
NM_001184008.1	108	114	119	112	103	101	95	105	114	92	95	97
NM_001184009.1	1136	1276	1320	1035	961	1038	995	984	913	849	801	854
NM_001184010.1	229	223	229	368	334	324	317	355	273	509	444	411
NM_001184012.1	49679	45361	43593	39239	41475	36526	37170	36830	40271	33581	32864	31984
NM_001184013.1	1227	1190	1106	671	746	679	565	608	519	415	373	367
NM_001184015.1	0	1	2	1	0	2	0	4	3	2	3	1
NM_001184016.1	397	391	473	359	415	430	385	431	457	392	458	361
NM_001184017.1	386	365	348	362	348	334	327	355	259	367	298	297
NM_001184018.1	1104	1054	1208	1212	1263	1213	1174	1152	1155	1371	1369	1407
NM_001184020.1	720	782	863	949	952	988	976	987	1032	1079	1142	1034
NM_001184021.1	1208	1076	1188	978	830	935	947	941	835	801	871	935
NM_001184022.1	415	441	423	434	442	469	560	512	568	587	539	537
NM_001184023.1	119	114	150	121	132	99	115	110	100	125	117	124
NM_001184024.1	1963	1985	2029	1579	1620	1541	1736	1691	1794	1502	1422	1360
NM_001184025.1	1751	1695	1737	1941	2011	1843	1833	1739	1728	1888	1934	1708
NM_001184026.1	1633	1618	1602	1424	1326	1358	1266	1271	1434	1121	1043	1038
NM_001184027.1	210	224	245	274	279	288	209	253	224	306	319	276
NM_001184028.1	172	132	172	227	213	210	245	226	230	284	296	263
NM_001184029.1	426	480	533	536	584	538	530	533	535	576	593	576
NM_001184030.1	56	91	68	80	82	94	77	99	97	77	104	82
NM_001184031.1	2635	2587	2765	2819	2688	2915	2496	2495	2584	2961	2760	2784
NM_001184032.1	3788	3408	3931	3570	3723	3654	3900	3887	3926	3592	3848	3559
