transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	4	6	0	264	264	269	270	267	3.9691	3.1973	5.53960430593402	6.5527872946250145	0.6650964407935471	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	5	31	0	274	275	305	306	290	4.8995	3.1094	25.72736394191142	50.7811366505574	1.2621137419798842e-07	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	6	11	0	400	408	418	418	408	3.0603	2.4608	6.083489309645536	8.017518748550643	0.31927364734537644	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	7	7	0	486	495	501	503	498	5.6517	4.3296	5.679999617273245	9.908588217793197	0.05219378217401025	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	8	9	0	687	687	695	698	691	4.2738	2.823	7.318804459990198	8.421066101504143	0.5163372368250576	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	9	15	0	704	707	721	724	713	3.1197	2.5237	11.640789857224942	22.043386551509567	0.0008767607360158572	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	10	20	0	757	759	778	780	764	10.6542	5.0722	12.464958832971687	46.25126108225757	1.573520814769207e-05	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	11	8	0	856	856	863	864	860	4.0488	2.7855	9.453333456408204	5.68492906214308	0.49617937875791496	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	12	15	0	981	982	996	1002	987	3.9474	2.9071	14.975068855643944	20.625607153610808	0.19635704856892564	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	13	17	0	1006	1010	1026	1028	1019	4.0613	2.8431	9.974928329138958	22.214264440461342	0.0028840364565041296	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	14	16	0	1032	1034	1049	1053	1043	4.5363	3.2097	9.41708899236842	22.3461414167266	9.563131553179918e-06	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	15	13	0	1100	1107	1119	1128	1115	6.2293	4.0463	16.97788366875026	44.07505244860373	0.00039817963159945516	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	16	16	0	1119	1128	1143	1145	1133	4.5011	3.1118	16.001748325799397	33.08074133416733	0.006413940525853214	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	17	8	0	1192	1193	1200	1200	1196	3.6062	2.6649	5.734285653064207	7.93845415551997	0.14834472603836033	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	18	21	0	1203	1206	1226	1235	1219	8.1566	4.6596	20.887870910638078	65.16113153230268	1.4832087346005883e-06	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	19	5	0	1239	1244	1248	1251	1246	3.2586	2.9963	2.194433567346249	4.712474111667004	0.0012283995940946945	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	20	5	0	1253	1255	1259	1264	1258	3.3343	3.1988	3.0362987847383827	6.326663523481006	0.007947014594007037	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	21	8	0	1268	1271	1278	1280	1274	2.6775	2.4048	3.827792539978815	6.270046909988754	0.1776121045453738	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	22	5	0	1286	1287	1291	1297	1289	3.0551	2.7341	2.985927322586682	5.002445554810993	0.08716352854715279	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	23	5	0	1307	1309	1313	1313	1311	2.5657	2.3646	3.348233331478022	4.870225895720734	0.12236553218446174	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	24	8	0	1333	1338	1345	1348	1342	2.8208	2.5179	6.337223246954954	14.175703162854914	0.00723816420742626	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	25	24	0	1361	1363	1386	1388	1371	4.9447	3.3574	12.96000367097663	25.664997524158295	0.00022868910694842873	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	26	5	0	1411	1420	1424	1429	1421	2.618	2.4241	4.479570299576137	4.6423887104517	0.901097919378405	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	27	28	0	1443	1452	1479	1488	1458	6.1567	3.9348	18.812221839346407	50.27323110488692	7.568923762773409e-08	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	28	8	0	1485	1494	1501	1510	1497	2.4928	2.2179	4.381037987413977	7.826248977010481	0.04934311734700098	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	29	5	0	1524	1528	1532	1533	1529	2.3617	2.2782	3.762614764019083	6.144407662938823	0.05628636811211911	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	30	5	0	1651	1651	1655	1664	1655	3.5844	3.033	7.704425245664206	5.216128586706965	0.4107648830577113	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	31	11	0	1695	1704	1714	1723	1708	3.352	2.7842	8.443164261558803	13.406924003984425	0.07229576905576893	-	cds
YPL231W-t26_1	YPL231W	25877	62144	24459	69121	2369.1725	2411.2124	1621.1712	2624.7223	0.7907	0.787	Qualified	32	5	0	1813	1819	1823	1824	1820	3.2555	2.931	2.961760565055004	4.98829140143793	0.2959933122300023	-	cds
YPL230W-t26_1	YPL230W	8	29	9	13	0.7324	1.1252	0.5965	0.4936	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL229W-t26_1	YPL229W	51	140	25	66	4.6693	5.4321	1.657	2.5062	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL228W-t26_1	YPL228W	501	1317	541	1013	45.8691	51.1001	35.8581	38.4665	0.4491	0.5402	Qualified	1	19	0	320	322	340	342	324	4.8263	3.3588	1.286538593245373	4.9016530670745215	1.2593713000095993e-05	-	cds
YPL228W-t26_1	YPL228W	501	1317	541	1013	45.8691	51.1001	35.8581	38.4665	0.4491	0.5402	Qualified	2	10	0	431	433	442	444	438	4.0097	3.076	0.8512256611157796	2.5694060634919653	0.006404522838338312	-	cds
YPL228W-t26_1	YPL228W	501	1317	541	1013	45.8691	51.1001	35.8581	38.4665	0.4491	0.5402	Qualified	3	5	0	457	465	469	471	466	2.6713	2.4681	0.5004907080893256	1.0093997662125656	0.07554230355404772	-	cds
YPL227C-t26_1	YPL227C	341	696	178	358	31.2203	27.0051	11.798	13.5943	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	1	29	0	189	192	220	229	199	7.9362	4.8828	14.11295145435939	51.1726901046357	4.835328756894304e-11	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	2	21	0	221	230	250	257	234	4.9983	3.2339	10.409389280519541	25.241470409806634	2.4124188306003692e-06	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	3	6	0	331	333	338	340	335	2.6905	2.3422	1.9367850563975701	4.682109707970843	0.008894302701780453	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	4	7	0	455	456	462	471	459	2.9903	2.5362	3.4482969400853083	5.505414664200943	0.2442190330029099	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	5	35	0	535	535	569	578	550	9.0887	5.3349	13.850709054075338	54.95239554416315	3.346355934928424e-09	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	6	14	0	593	602	615	618	612	3.8248	3.0881	4.587463055461945	11.277016779890042	1.5083622030701342e-05	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	7	12	0	648	650	661	668	655	5.0902	3.6073	4.758150310113349	12.016424864356779	0.009480119785123963	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	8	13	0	769	773	785	794	777	5.5178	3.7459	4.779933790450891	11.928415798693347	3.7438442752600726e-05	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	9	21	0	785	794	814	823	808	7.9923	4.6688	8.616914109100456	26.018543394842478	2.0091156067937715e-06	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	10	28	0	892	895	922	931	902	6.922	3.7328	13.147028535881189	24.97802442091852	8.894600782899719e-05	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	11	13	0	948	957	969	978	958	3.8616	2.888	6.511825075245619	11.109908402013327	0.013942100365773558	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	12	18	0	989	998	1015	1024	1009	10.6575	5.6358	6.1866155111430725	22.011308733688377	5.148465808753363e-05	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	13	12	0	1017	1026	1037	1042	1028	4.8747	3.4602	4.152150123332351	5.585164622881627	0.18960687012872668	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	14	5	0	1101	1102	1106	1115	1105	2.5708	2.421	1.5790729368416054	2.270798111357614	0.12303940869970738	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	15	16	0	1104	1113	1128	1132	1123	4.1971	3.2144	8.14671534432331	17.518755383132667	0.0040370423892011585	-	cds
YPL226W-t26_1	YPL226W	5926	15589	8610	19254	542.5558	604.8595	570.6809	731.1295	0.7261	0.8404	Qualified	16	10	0	1174	1183	1192	1194	1187	3.1301	2.5529	6.232393083959399	9.94930254460475	0.02115213228975449	-	cds
YPL225W-t26_1	YPL225W	1353	3862	2062	3607	123.8741	149.8472	136.6718	136.9681	0.8759	0.8866	Qualified	1	20	0	59	61	80	89	76	5.681	4.044	11.986251605219907	34.6049697409157	3.719348568099484e-05	-	cds
YPL225W-t26_1	YPL225W	1353	3862	2062	3607	123.8741	149.8472	136.6718	136.9681	0.8759	0.8866	Qualified	2	5	0	104	110	114	123	111	3.0435	2.7826	5.184102798519296	9.304483937841773	0.18442809795307727	-	cds
YPL225W-t26_1	YPL225W	1353	3862	2062	3607	123.8741	149.8472	136.6718	136.9681	0.8759	0.8866	Qualified	3	11	0	114	123	133	136	128	6.0394	4.2649	6.96653821051862	25.232525937173875	8.008420083319992e-05	-	cds
YPL224C-t26_1	YPL224C	133	400	213	376	12.1768	15.5202	14.1179	14.2778	0.1927	0.151	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL223C-t26_1	YPL223C	14	18	2	5	1.2818	0.6984	0.1326	0.1899	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL222W-t26_1	YPL222W	91	192	137	317	8.3315	7.4497	9.0805	12.0374	0.1909	0.3392	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL221W-t26_1	YPL221W	540	979	230	529	49.4398	37.9856	15.2447	20.0876	0.3024	0.4813	Qualified	1	9	0	48	51	59	62	52	3.6144	3.0305	0.6502464631521974	1.7823258381657336	0.05285464648773012	-	cds
YPL220W-t26_1	YPL220W	29380	67034	42987	78180	2689.8902	2600.9464	2849.2287	2968.7185	0.772	0.9571	Qualified	1	5	0	56	58	62	71	61	2.5467	2.3685	19.51351908034642	44.03790382677267	0.02566809638374814	-	cds
YPL220W-t26_1	YPL220W	29380	67034	42987	78180	2689.8902	2600.9464	2849.2287	2968.7185	0.772	0.9571	Qualified	2	21	0	91	100	120	129	107	2.9977	2.4702	193.9579149420123	343.4605546185451	0.000647694278278541	-	cds
YPL220W-t26_1	YPL220W	29380	67034	42987	78180	2689.8902	2600.9464	2849.2287	2968.7185	0.772	0.9571	Qualified	3	17	0	117	126	142	151	130	9.3322	4.8269	98.05090786333471	190.27628893920124	0.001553252746802394	-	cds
YPL220W-t26_1	YPL220W	29380	67034	42987	78180	2689.8902	2600.9464	2849.2287	2968.7185	0.772	0.9571	Qualified	4	27	0	181	190	216	217	195	9.2885	4.3764	200.87800760853398	676.0349213174449	3.498846864676706e-05	-	cds
YPL219W-t26_1	YPL219W	69	206	116	190	6.3173	7.9929	7.6886	7.2148	0.1987	0.2626	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL218W-t26_1	YPL218W	2514	6841	2486	4504	230.1696	265.4336	164.775	171.0298	0.8278	0.888	Qualified	1	12	0	74	76	87	96	78	5.1288	3.596	14.832462932163478	33.662228547668384	5.3465217927191786e-05	-	cds
YPL218W-t26_1	YPL218W	2514	6841	2486	4504	230.1696	265.4336	164.775	171.0298	0.8278	0.888	Qualified	2	10	0	117	121	130	133	127	3.7861	2.9579	13.950945327735518	27.121161907458784	0.00011075003463435204	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	1	12	0	129	129	140	147	133	3.7779	2.9503	1.2438236133192981	3.232560455893294	0.006710418400113734	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	2	5	0	150	157	161	164	160	4.1067	3.804	0.5338452442917543	1.5503417398140207	0.17990073566301504	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	3	15	0	600	602	616	621	610	4.5396	3.3141	1.501472124267977	5.191281827393506	0.00015150730326313528	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	4	22	0	866	868	889	891	875	7.9426	4.4	2.725895534443868	9.449452299822463	6.955448453096041e-07	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	5	25	0	1044	1049	1073	1082	1053	6.0714	3.626	3.01536728514985	10.026996406335401	3.322967393240497e-06	-	cds
YPL217C-t26_1	YPL217C	1727	4392	2285	4422	158.1157	170.4114	151.4525	167.916	0.626	0.5831	Qualified	6	16	0	1147	1153	1168	1170	1164	3.1611	2.4756	1.4711801809557985	3.2615541282894323	0.0010667940629939833	-	cds
YPL216W-t26_1	YPL216W	48	158	92	196	4.3946	6.1305	6.0979	7.4427	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL215W-t26_1	YPL215W	222	617	510	834	20.3252	23.9399	33.8034	31.6694	0.3247	0.5623	Qualified	1	25	0	202	211	235	244	219	6.9787	3.9506	1.6124274730440344	5.380460782801023	0.00026078209169798166	-	cds
YPL215W-t26_1	YPL215W	222	617	510	834	20.3252	23.9399	33.8034	31.6694	0.3247	0.5623	Qualified	2	13	0	306	308	320	329	310	3.7649	2.8808	0.5198909112327328	2.445480230567063	0.010672611918978621	-	cds
YPL214C-t26_1	YPL214C	130	322	248	418	11.9022	12.4937	16.4377	15.8727	0.1587	0.316	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL213W-t26_1	YPL213W	107	279	257	424	9.7964	10.8253	17.0343	16.1005	0.3839	0.7538	Qualified	1	12	0	71	74	85	88	78	7.7171	4.779	0.7914937552404331	3.957163740519566	0.010008057429427276	-	cds
YPL213W-t26_1	YPL213W	107	279	257	424	9.7964	10.8253	17.0343	16.1005	0.3839	0.7538	Qualified	2	13	0	94	97	109	118	106	3.392	2.5917	0.6572236296817081	1.1519693484182152	0.1898826595152202	-	cds
YPL213W-t26_1	YPL213W	107	279	257	424	9.7964	10.8253	17.0343	16.1005	0.3839	0.7538	Qualified	3	7	0	105	114	120	123	116	2.8694	2.3815	0.5796228171080794	1.1992640872700946	0.019777912638495255	-	cds
YPL213W-t26_1	YPL213W	107	279	257	424	9.7964	10.8253	17.0343	16.1005	0.3839	0.7538	Qualified	4	9	0	145	154	162	171	155	2.8359	2.365	0.22191069755211465	0.673161632691714	0.03539149841966417	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	1	19	0	72	73	91	100	80	7.8246	4.7945	1.8094920973683557	7.119638795197556	6.326308372426628e-05	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	2	12	0	94	103	114	119	103	2.9313	2.6905	1.12589109801373	2.8155443152167416	0.039713337006837275	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	3	5	0	137	141	145	150	141	2.9336	2.5001	0.48806767147542923	0.9293071247068754	0.35764643696731085	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	4	13	0	187	190	202	206	196	2.7726	2.3139	1.1646915043005444	2.8303838342398158	0.002323599698160185	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	5	12	0	288	297	308	317	301	4.7812	3.4608	0.8900260674025938	3.1811188039587366	0.0006871851727961833	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	6	6	0	313	322	327	328	325	3.0766	2.6168	0.9024491040164903	3.294009348118237	0.013353910422833851	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	7	15	0	334	335	349	358	346	2.9821	2.5373	2.8896056225657616	4.45012560961913	0.0564735242935903	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	8	20	0	354	363	382	391	378	5.8789	3.3677	3.735385413597155	9.33450565871293	1.2935461043791446e-05	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	9	6	0	381	390	395	404	391	2.6006	2.3697	0.6820697029095009	1.767829001967665	0.038829413307118886	-	cds
YPL212C-t26_1	YPL212C	892	2194	1683	2923	81.6672	85.1281	111.5512	110.9947	0.5613	0.6478	Qualified	10	5	0	471	476	480	480	476	2.4494	2.1889	1.3462704991207195	1.1892568469797096	0.8021671286393549	-	cds
YPL211W-t26_1	YPL211W	985	2421	591	1078	90.1818	93.9358	39.1722	40.9347	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	1	36	0	66	68	103	112	87	7.8886	4.3297	10.030745661375045	33.53799475110108	4.7575483337161015e-07	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	2	13	0	161	166	178	179	169	6.2963	4.0291	1.2213608172856405	4.579226404101728	0.002727450559196173	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	3	12	0	371	380	391	400	384	3.8472	2.9751	1.7730749682756768	5.702202080123805	7.998202538107515e-06	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	4	12	0	387	396	407	410	404	2.6856	2.4795	1.242292316874173	2.54178312239585	0.04175694277820356	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	5	5	0	438	440	444	447	444	3.3209	2.9612	0.7169555355570547	1.3984502829679972	0.18713070142314264	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	6	24	0	463	470	493	497	490	4.4963	2.9357	2.975035582417911	7.821794100285408	9.12334145869163e-07	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	7	10	0	499	502	511	520	508	4.6874	3.5948	1.2213608172856407	4.471168138674917	0.0012322171919054586	-	cds
YPL210C-t26_1	YPL210C	1259	3213	2176	3811	115.2679	124.6657	144.2278	144.7146	0.588	0.8542	Qualified	8	16	0	567	575	590	591	578	5.3715	3.4517	3.934833315115612	11.135817928984414	0.0022688592753116587	-	cds
YPL209C-t26_1	YPL209C	63	167	74	154	5.768	6.4797	4.9048	5.8478	0.1305	0.0989	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL208W-t26_1	YPL208W	291	799	456	871	26.6425	31.0015	30.2242	33.0744	0.3133	0.3537	Qualified	1	7	0	119	123	129	130	126	2.694	2.364	0.1303555519194645	0.6400210472128979	0.045464963998263996	-	cds
YPL208W-t26_1	YPL208W	291	799	456	871	26.6425	31.0015	30.2242	33.0744	0.3133	0.3537	Qualified	2	7	0	289	290	296	305	293	3.6546	2.8044	0.3771123226993719	1.5693281719197734	0.0024066748867603246	-	cds
YPL208W-t26_1	YPL208W	291	799	456	871	26.6425	31.0015	30.2242	33.0744	0.3133	0.3537	Qualified	3	15	0	427	428	442	445	440	2.8708	2.3766	0.6432692966226865	1.9383642080944352	0.006785553639627218	-	cds
YPL208W-t26_1	YPL208W	291	799	456	871	26.6425	31.0015	30.2242	33.0744	0.3133	0.3537	Qualified	4	6	0	548	554	559	560	556	2.9421	2.5343	0.22735656763650025	1.056694505064445	0.009283542310975024	-	cds
YPL207W-t26_1	YPL207W	694	1606	622	1500	63.5393	62.3135	41.2269	56.9593	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YPL206C-t26_1	YPL206C	518	1352	968	1465	47.4256	52.4581	64.1602	55.6302	0.679	0.8173	Qualified	1	29	0	151	160	188	194	179	6.9285	3.7436	3.4118798109926285	12.25327596062379	3.3241212766180057e-05	-	cds
YPL206C-t26_1	YPL206C	518	1352	968	1465	47.4256	52.4581	64.1602	55.6302	0.679	0.8173	Qualified	2	29	0	241	250	278	287	254	7.6206	3.9978	5.447197179552359	17.569546388599825	1.5036773200202157e-06	-	cds
YPL206C-t26_1	YPL206C	518	1352	968	1465	47.4256	52.4581	64.1602	55.6302	0.679	0.8173	Qualified	3	5	0	280	289	293	295	290	2.6916	2.2985	0.512913744703222	1.1661235017912783	0.027066234426833223	-	cds
YPL204W-t26_1	YPL204W	707	1812	1060	2169	64.7295	70.3063	70.258	82.3631	0.5306	0.6303	Qualified	1	11	0	193	202	212	215	205	4.3334	3.533	1.8149379674527417	5.949711063148604	1.7406252627409368e-05	-	cds
YPL204W-t26_1	YPL204W	707	1812	1060	2169	64.7295	70.3063	70.258	82.3631	0.5306	0.6303	Qualified	2	8	0	259	268	275	284	271	3.2571	2.7061	0.6378234265383009	1.7115550713004173	0.005554467673450407	-	cds
YPL204W-t26_1	YPL204W	707	1812	1060	2169	64.7295	70.3063	70.258	82.3631	0.5306	0.6303	Qualified	3	13	0	304	311	323	325	316	6.1755	4.3307	1.5402725305547913	6.395035510571285	7.515745649458959e-06	-	cds
YPL204W-t26_1	YPL204W	707	1812	1060	2169	64.7295	70.3063	70.258	82.3631	0.5306	0.6303	Qualified	4	9	0	380	381	389	398	385	3.5803	2.7914	0.8706258642591869	2.9208263988608962	0.015455944704382399	-	cds
YPL204W-t26_1	YPL204W	707	1812	1060	2169	64.7295	70.3063	70.258	82.3631	0.5306	0.6303	Qualified	5	5	0	398	407	411	416	407	2.5995	2.3683	0.24675677077990743	0.7774156678608521	0.20637981039833134	-	cds
YPL203W-t26_1	YPL203W	205	533	323	554	18.7688	20.6806	21.4088	21.037	0.5595	0.5281	Qualified	1	15	0	133	134	148	150	137	3.0855	2.5393	0.4213585990705719	2.2083211706576544	1.998331114074611e-05	-	cds
