name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001183425.1	28.18	42.22	25.05	27.39	30.11	10.65	14.31	13.77	20.24	24.16	18.44	47.56
NM_001183426.1	263.39	436.12	295.54	451.33	408.2	164.41	273.71	248.58	410.51	494.0	364.52	983.97
NM_001183427.1	50.46	84.8	44.27	62.47	63.27	19.77	39.02	39.43	61.72	67.33	51.16	129.49
NM_001183428.1	0.68	1.02	1.97	0.79	0.79	0.31	0.84	0.69	1.0	1.29	0.9	2.45
NM_001183429.1	3.26	4.67	3.71	2.12	1.97	0.86	1.01	1.59	1.91	0.86	1.04	4.23
NM_001183430.1	6.81	14.15	8.33	9.23	9.51	3.73	8.94	6.74	13.49	11.62	8.43	22.85
NM_001183431.1	1.91	4.01	2.04	2.52	2.36	0.71	1.63	1.49	2.55	2.95	1.85	4.23
NM_001183433.1	83.88	141.31	78.63	100.12	98.17	36.01	74.25	61.58	100.19	105.78	76.36	212.69
NM_001183435.1	27.34	45.87	28.83	35.38	39.01	12.3	28.05	23.28	38.93	34.55	26.77	69.99
NM_001183436.1	10.01	18.59	9.69	11.94	11.54	4.21	7.62	7.33	13.31	11.62	9.96	20.74
NM_001183437.1	18.11	29.97	17.33	20.03	20.09	8.22	16.43	15.01	21.06	21.64	13.88	44.01
NM_001183438.1	1.24	2.11	1.29	1.63	1.97	0.79	1.72	1.44	2.46	1.87	2.12	3.81
NM_001183439.1	209.16	326.38	196.47	278.96	269.84	102.14	176.78	158.62	280.69	260.31	200.63	509.76
NM_001183440.1	92.65	142.63	89.76	116.46	120.4	46.66	75.93	65.39	111.13	126.67	100.88	262.28
NM_001183441.1	9.45	15.46	8.33	12.29	11.88	4.6	7.35	9.07	12.85	15.16	9.6	24.97
NM_001183442.1	21.77	33.25	21.8	30.64	30.06	13.52	20.48	21.3	29.9	43.01	28.44	77.44
NM_001183444.1	22.61	36.75	20.66	30.1	28.31	11.09	21.67	17.29	30.9	30.58	21.05	60.94
NM_001183445.1	8.04	13.78	8.33	11.15	11.14	4.64	9.2	6.59	11.03	12.75	9.74	27.0
NM_001183446.1	790.73	1384.04	687.35	1394.2	1255.72	429.85	665.5	581.73	974.45	1243.8	902.07	2409.47
NM_001183447.1	9.62	14.8	7.57	17.47	14.69	5.43	10.57	9.91	15.41	17.78	11.85	40.46
NM_001183449.1	6.64	9.77	5.9	7.11	7.88	3.26	5.9	4.46	7.84	9.0	7.71	16.33
NM_001183451.1	0.17	0.07	0.15	0.1	0.06	0.08	0.09	0.1	0.09	0.11	0.14	0.34
NM_001183452.1	11.53	14.22	9.08	12.44	8.72	4.25	6.56	6.14	10.85	11.68	8.97	20.57
NM_001183453.1	18.23	26.03	13.7	11.05	11.54	5.19	9.87	8.57	14.68	8.94	7.35	18.03
NM_001183454.1	21.32	36.17	17.03	24.92	23.36	8.3	21.23	17.54	27.08	28.87	19.97	52.56
NM_001183455.1	8.66	17.43	9.84	19.94	17.22	6.29	10.09	11.1	15.86	23.78	17.71	40.62
NM_001183456.1	6.13	11.59	8.7	7.11	7.66	3.38	6.74	5.1	7.84	8.57	6.58	15.15
NM_001183457.1	30.27	44.33	26.03	33.9	34.5	13.33	25.06	20.81	33.46	37.28	26.41	70.16
NM_001183458.1	42.75	69.05	39.2	47.13	47.79	16.94	35.54	30.07	55.34	48.42	32.09	96.82
NM_001183459.1	7.93	9.84	8.25	6.66	7.77	3.15	6.39	5.35	11.94	7.07	4.82	13.71
NM_001183461.1	59.57	98.95	46.92	63.66	54.2	22.37	36.42	34.18	56.25	72.63	52.24	137.11
NM_001183462.1	34.15	49.37	27.02	39.38	38.61	13.25	24.18	19.91	39.2	39.69	26.82	74.82
NM_001183463.1	3.83	5.61	2.57	2.66	4.05	1.02	2.51	2.33	3.83	3.32	2.79	7.53
NM_001183464.1	41.91	70.22	38.67	42.39	44.3	15.73	31.53	33.14	59.35	47.29	30.02	82.6
NM_001183465.1	213.15	351.97	180.5	301.16	277.67	107.8	189.99	156.84	271.03	315.05	226.59	616.99
NM_001183466.1	16.65	28.95	14.91	20.87	18.91	6.88	9.56	9.96	17.59	18.53	13.12	35.63
NM_001183467.1	82.92	126.95	75.61	95.88	91.86	37.03	70.82	58.5	111.22	91.64	63.92	184.0
NM_001183468.1	1.58	1.46	3.33	2.57	1.74	2.24	2.11	2.48	3.46	3.86	2.07	6.18
NM_001183470.1	87.93	137.08	81.43	84.63	90.74	35.11	72.18	62.81	114.32	88.91	65.31	179.93
NM_001183471.1	38.87	60.89	25.96	74.51	69.23	21.39	32.33	25.36	42.39	73.06	50.35	126.19
NM_001183473.1	16.65	26.61	10.37	15.0	13.34	5.66	9.51	9.36	13.86	12.53	7.57	21.07
NM_001183475.1	58.17	93.12	51.69	65.24	60.12	24.22	45.89	36.36	67.73	55.11	42.19	110.62
NM_001183476.1	28.86	49.15	28.61	47.97	48.41	17.18	22.99	19.27	34.46	45.96	29.25	81.33
NM_001183477.1	19.75	35.44	17.56	20.87	23.53	8.22	15.55	14.07	24.07	21.21	16.05	47.82
NM_001183478.1	6.64	10.94	5.0	11.5	9.01	3.89	8.28	6.59	10.12	14.35	10.37	25.48
NM_001183479.1	3.09	3.57	3.03	3.01	3.04	0.94	1.85	1.09	3.46	2.79	2.34	3.64
NM_001183480.1	57.66	92.68	57.9	81.57	80.89	32.75	51.31	44.14	80.04	84.14	62.56	167.49
NM_001183481.1	3.32	4.67	1.97	3.85	2.98	1.49	3.66	2.97	5.93	6.64	5.23	12.19
NM_001183482.1	5127.91	7866.04	4086.15	4755.71	4813.15	1774.27	3136.0	2752.2	5056.12	4035.26	2907.25	7762.8
NM_001183483.1	3.04	5.32	2.42	4.19	4.73	1.1	3.08	2.28	3.37	4.07	2.7	8.12
NM_001183484.1	30.38	56.0	21.8	29.07	36.42	9.16	24.88	22.14	44.67	39.69	29.93	72.28
NM_001183485.1	24.3	44.48	20.96	32.08	33.89	13.29	25.98	18.13	35.28	37.87	22.72	70.5
NM_001183486.1	53.44	84.07	50.03	63.95	66.42	22.88	52.67	43.54	70.1	70.49	50.93	146.0
NM_001183487.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001183488.1	41.07	73.43	33.6	54.33	46.21	18.36	29.15	23.93	45.76	52.87	34.98	104.19
NM_001183489.1	19.35	29.9	16.73	21.42	21.39	7.04	15.94	11.49	20.69	20.67	13.7	43.08
NM_001183490.1	12.21	21.95	14.99	13.67	12.27	4.6	12.55	12.38	16.68	15.91	12.53	31.31
NM_001183492.1	6.98	11.23	6.66	7.7	8.11	3.46	5.15	5.1	8.02	12.27	6.85	17.86
NM_001183493.1	38.53	57.75	31.94	59.02	51.17	21.19	35.06	30.22	53.42	62.08	39.08	104.95
NM_001183494.1	13.84	25.74	13.77	12.09	10.92	4.72	6.83	6.98	11.76	9.64	7.71	19.04
NM_001183495.1	21.6	33.47	19.45	25.07	23.13	9.0	13.7	12.78	22.06	24.37	17.17	45.79
NM_001183496.1	7.03	13.2	7.34	9.57	8.16	2.99	3.96	5.65	7.75	6.8	5.09	14.47
NM_001183497.1	26.22	46.67	26.72	33.36	28.93	13.01	15.9	15.75	27.71	29.03	20.6	51.54
NM_001183498.1	14.12	21.22	16.12	22.8	23.81	8.92	17.57	13.08	23.43	26.25	20.51	50.44
NM_001183499.1	4.05	7.88	5.22	6.71	7.88	2.32	6.08	4.36	7.2	8.78	6.04	17.52
NM_001183500.1	21.6	35.07	22.48	20.33	22.63	8.92	16.96	15.95	25.34	26.03	16.18	51.29
NM_001183502.1	10.63	16.84	7.72	10.17	10.92	3.66	5.73	6.04	11.12	10.93	6.4	20.06
NM_001183503.1	0.28	0.22	0.3	0.3	0.51	0.2	0.26	0.1	0.36	0.48	0.32	1.35
NM_001183504.1	91.98	142.63	78.63	97.71	110.66	46.35	88.52	81.64	128.63	126.19	92.94	247.9
NM_001183505.1	115.38	219.26	111.1	126.82	116.18	49.3	86.8	72.18	119.97	111.68	82.85	228.94
NM_001183506.1	33.7	56.8	27.4	40.51	39.01	15.76	34.7	27.64	46.04	44.19	33.58	93.35
NM_001183508.1	41.01	62.56	35.27	52.7	51.22	18.2	35.41	28.14	50.96	59.02	43.54	109.35
NM_001183509.1	27.34	44.26	27.85	33.61	36.08	14.74	24.97	21.55	33.27	40.39	25.38	74.31
NM_001183510.1	101.09	149.33	95.66	93.76	98.84	35.93	59.68	55.14	98.46	84.52	59.0	150.65
NM_001183511.1	19.46	27.27	15.44	19.79	16.72	8.26	16.16	13.28	22.34	14.35	12.03	31.48
NM_001183512.1	18.96	29.24	16.73	25.17	25.44	8.65	18.14	15.95	28.35	28.01	16.81	52.47
NM_001183513.1	13.11	20.93	12.56	18.6	17.28	5.66	12.16	11.39	19.51	18.43	14.2	41.3
NM_001183514.1	88.21	138.25	81.51	109.55	98.56	34.75	60.47	49.14	86.24	78.52	60.76	151.24
NM_001183515.1	2221.02	3390.88	1501.53	2414.74	2472.32	756.73	1551.51	1285.52	2375.45	2044.28	1502.96	4026.76
NM_001183516.1	6.13	9.77	5.68	6.32	6.87	2.08	4.4	4.16	5.93	6.91	5.41	13.29
NM_001183517.1	105.59	195.42	83.48	161.27	140.94	56.41	96.36	82.68	138.3	157.58	107.73	322.71
NM_001183518.1	146.1	240.34	133.43	152.93	153.27	55.08	109.18	98.33	168.11	125.39	96.55	259.66
NM_001183519.1	0.23	0.66	0.3	0.39	0.34	0.04	0.22	0.4	0.46	0.59	0.18	0.59
NM_001183520.1	40.73	69.78	35.49	51.86	53.87	18.48	36.07	31.95	56.16	50.72	36.01	93.52
NM_001183522.1	35.78	66.14	37.46	51.42	53.64	19.62	38.27	32.94	45.22	53.83	36.74	101.22
NM_001183523.1	8.38	17.43	9.01	11.89	10.24	3.54	7.53	7.88	11.85	14.73	10.19	26.41
NM_001183525.1	14.06	20.93	9.54	11.6	11.82	3.77	6.25	5.8	11.12	8.46	6.9	18.03
NM_001183526.3	0.68	0.73	0.45	0.44	0.68	0.28	0.7	0.4	0.64	0.7	0.27	1.44
NM_001183527.1	132.48	204.9	110.8	131.81	138.19	46.19	108.47	95.11	180.23	137.22	95.33	247.05
NM_001183528.3	95.41	154.37	90.29	131.46	131.71	48.35	90.99	79.76	134.19	146.87	106.51	291.74
NM_001183529.1	16.37	30.7	14.3	19.79	18.97	8.22	14.8	11.94	22.24	17.62	13.61	34.78
NM_001183530.3	7.71	15.53	8.93	13.72	10.98	5.07	11.67	8.32	15.86	19.07	13.03	33.01
NM_001183531.1	32.46	50.97	28.83	37.06	37.99	14.07	26.29	22.54	40.84	44.03	27.77	84.89
NM_001183532.3	23.63	40.91	18.39	31.24	24.54	10.3	16.47	13.13	26.16	28.98	18.93	51.71
NM_001183533.1	5.01	6.42	3.56	3.6	4.17	1.26	2.69	2.68	4.38	4.61	2.93	7.53
NM_001183534.3	16.31	27.56	15.67	25.12	24.37	7.51	17.4	15.31	25.62	27.37	19.74	49.09
NM_001183535.1	139.57	211.31	130.4	161.71	153.21	60.97	134.9	99.92	193.54	157.1	115.93	319.5
NM_001183536.3	149.08	235.89	121.62	245.8	212.32	84.05	147.4	123.45	212.78	248.15	177.55	460.33
NM_001183537.1	13.61	26.47	13.85	14.46	13.62	6.29	12.6	11.0	17.23	16.07	13.16	32.58
NM_001183538.3	34.37	52.87	34.44	34.35	35.07	14.35	24.44	20.95	35.64	34.12	23.3	56.37
NM_001183539.1	3.54	2.33	1.29	3.85	2.87	0.98	1.63	1.39	2.73	6.0	5.45	10.07
NM_001183541.3	261.87	429.41	219.4	339.26	335.76	117.31	200.25	170.61	307.95	296.62	225.28	573.57
NM_001183542.1	59.29	99.97	48.74	66.37	60.28	22.49	33.82	29.92	56.34	50.94	37.14	96.57
NM_001183543.3	91.53	160.27	80.07	113.74	104.36	39.78	78.74	67.47	109.67	103.27	72.98	201.6
NM_001183544.1	14.4	21.29	12.71	18.8	17.39	8.02	12.68	11.94	21.06	20.94	18.03	47.48
NM_001183545.3	13.39	21.07	15.14	17.17	19.25	5.7	15.24	12.53	23.34	25.28	18.62	49.93
NM_001183546.1	24.58	42.51	19.07	28.23	25.55	10.73	16.65	14.47	26.62	28.39	20.82	50.7
NM_001183547.3	107.0	165.81	73.49	126.18	139.99	40.49	79.19	68.41	118.6	131.71	94.84	243.58
NM_001183548.1	5.85	8.97	6.28	6.91	5.74	3.26	6.12	4.61	8.75	8.19	6.76	17.77
NM_001183549.4	8.21	12.83	7.49	11.0	12.05	3.73	12.07	9.07	17.5	15.43	10.32	32.16
NM_001183550.1	17.16	26.25	18.47	22.55	21.78	10.54	14.36	12.73	21.24	26.89	20.55	55.1
NM_001183551.3	36.23	58.7	30.2	45.4	40.02	16.98	24.53	21.55	38.93	41.62	27.59	80.23
NM_001183552.1	8769.32	13051.85	6550.82	7987.5	7997.4	3017.74	5487.34	4666.55	9160.58	6402.67	4598.88	12949.82
NM_001183553.3	0.17	0.15	0.23	0.25	0.28	0.08	0.09	0.15	0.36	0.32	0.5	0.93
NM_001183555.1	197.85	312.52	205.33	267.02	277.1	94.35	218.97	194.59	334.84	323.4	242.73	645.85
NM_001183556.3	2.03	2.04	1.21	1.97	2.08	0.94	1.72	1.29	2.28	2.41	1.98	5.5
NM_001183557.1	24.08	41.27	20.74	27.49	28.03	10.69	17.75	15.21	30.9	29.3	22.13	63.31
NM_001183559.4	18.34	28.44	16.5	22.7	20.21	7.67	15.81	14.91	29.35	30.21	17.17	48.07
NM_001183560.1	51.08	94.14	41.78	70.17	64.96	26.18	49.68	41.36	72.2	74.61	55.76	155.73
NM_001183561.3	112.68	203.07	106.03	156.04	163.8	61.88	117.9	100.56	174.3	210.98	151.77	397.19
NM_001183562.1	13.95	23.77	15.29	17.02	19.36	7.04	12.24	11.99	19.6	17.51	15.51	37.07
NM_001183563.3	12.66	20.64	13.24	15.35	13.62	6.17	10.09	7.68	13.67	13.23	10.05	27.0
NM_001183564.1	108.85	172.52	88.17	119.07	115.67	41.36	71.43	61.97	120.34	109.64	81.54	212.69
NM_001183566.3	9.56	17.79	10.82	12.83	15.65	5.94	11.27	8.87	14.68	14.84	10.37	31.31
NM_001183567.1	5.74	9.48	4.84	6.56	6.47	2.36	3.21	3.81	7.2	6.7	6.09	11.85
NM_001183568.4	9.06	13.78	9.38	11.89	12.1	4.44	10.26	7.33	10.21	14.41	11.0	24.54
NM_001183569.1	20.93	29.6	16.5	20.28	23.58	9.16	16.12	11.34	19.51	24.1	16.41	38.34
NM_001183570.3	221.7	334.98	209.19	276.79	270.35	101.47	215.58	170.91	303.67	286.82	202.02	629.68
NM_001183571.1	4.11	7.58	4.09	5.63	6.36	2.28	5.28	5.0	7.38	8.46	7.93	19.13
NM_001183572.3	886.25	1160.92	1076.43	1282.28	1061.7	718.56	901.95	692.5	1141.19	963.46	755.76	2208.12
NM_001183573.1	9.62	16.41	7.49	13.57	11.31	4.6	8.59	7.78	12.31	11.89	9.96	27.84
NM_001183574.3	16.15	26.54	17.56	24.18	24.77	10.42	19.86	16.6	28.63	36.31	24.7	71.86
NM_001183575.1	13.67	21.22	11.43	14.46	16.38	5.58	11.01	8.32	17.59	16.01	11.9	30.64
NM_001183576.3	131.36	224.08	116.4	208.89	204.94	77.84	141.06	124.04	206.3	247.61	182.15	461.6
NM_001183577.1	25.26	43.24	22.86	24.92	25.44	10.22	16.96	12.43	23.16	22.76	15.64	40.62
NM_001183578.3	15.81	25.16	12.87	19.49	20.54	7.71	11.27	10.7	18.42	19.6	14.69	37.49
NM_001183579.1	38.76	64.39	32.85	52.7	47.06	16.28	35.28	28.83	50.05	52.17	37.64	107.74
NM_001183580.3	16.88	32.52	16.12	32.03	30.11	12.7	23.21	21.65	32.36	41.14	34.39	86.58
NM_001183581.3	15.47	27.78	15.21	12.58	15.14	3.73	11.32	7.33	15.86	17.03	9.15	23.44
NM_001183582.1	28.69	52.35	26.19	23.24	22.18	6.45	19.77	16.45	23.52	21.05	14.24	37.41
NM_001183583.3	80.84	134.75	79.39	93.66	92.65	31.33	69.67	58.9	98.91	90.2	66.57	175.7
NM_001183584.1	100.98	173.47	89.08	127.12	118.77	43.91	87.86	74.46	120.52	122.01	94.39	249.59
NM_001183585.3	8.1	14.36	7.8	7.35	8.89	2.79	6.96	5.99	10.39	7.98	6.04	15.66
NM_001183586.1	520.76	817.55	410.05	555.4	554.1	187.17	352.55	305.7	518.36	471.34	367.9	923.11
NM_001183587.3	587.59	906.44	484.59	878.13	846.9	319.46	555.09	464.62	809.08	909.69	668.95	1761.42
NM_001183590.1	52.88	82.98	45.64	67.56	68.78	24.53	48.97	45.23	72.48	80.82	57.56	164.61
NM_001183591.3	5.46	10.94	6.66	8.14	6.59	2.79	5.24	3.76	8.39	7.45	6.49	16.76
NM_001183592.1	1.58	1.75	1.82	2.52	2.03	1.1	2.2	1.78	2.83	7.87	5.9	11.76
NM_001183593.3	9.9	17.43	8.4	13.42	12.33	5.31	6.69	5.9	10.94	11.62	9.2	27.93
NM_001183594.1	81.29	139.27	76.36	86.8	84.32	33.1	67.91	56.72	88.43	77.56	62.29	172.91
NM_001183595.3	63.46	107.92	64.94	90.6	95.46	35.89	79.45	67.32	126.81	132.19	88.71	268.38
NM_001183596.1	1.13	1.82	0.76	0.84	1.29	0.71	1.19	0.74	1.37	1.5	2.12	4.57
NM_001183597.3	0.17	0.29	0.23	0.54	0.39	0.24	0.13	0.2	0.46	1.12	0.77	1.35
NM_001183598.1	9.96	16.48	9.23	8.64	9.06	3.7	6.43	5.35	10.67	10.12	7.93	16.0
NM_001183599.3	0.23	0.8	0.38	0.39	0.39	0.04	0.18	0.35	0.64	0.8	0.27	1.1
NM_001183600.1	39.66	67.08	27.4	57.98	45.71	20.01	32.5	34.08	51.42	65.93	43.59	136.26
NM_001183601.3	795.28	1243.61	610.6	777.26	802.66	259.66	514.4	452.58	763.13	684.41	508.21	1282.3
NM_001183602.1	0.23	0.66	0.3	0.44	0.28	0.12	1.01	0.25	0.46	1.18	0.59	1.95
NM_001183603.3	276.78	465.94	207.22	304.62	297.03	94.67	210.43	170.06	311.05	237.38	172.09	447.8
NM_001183604.1	23.8	39.74	26.11	25.91	28.99	10.61	21.76	18.13	29.9	30.8	26.28	58.65
NM_001183605.3	0.0	0.15	0.08	0.0	0.06	0.04	0.09	0.05	0.0	0.05	0.14	0.34
NM_001183606.1	174.17	275.34	154.85	225.56	223.07	86.17	148.81	134.0	230.64	235.35	169.25	456.44
NM_001183607.3	41.52	69.85	40.72	47.82	49.36	17.18	28.76	25.26	48.41	43.65	29.43	82.77
NM_001183608.1	15.53	26.25	14.76	15.74	13.23	5.31	7.71	5.6	9.48	8.62	5.86	16.25
NM_001183609.3	0.39	0.51	0.61	0.39	0.73	0.24	0.22	0.35	0.36	0.96	0.54	1.52
NM_001183610.1	27.4	51.19	20.13	36.91	31.13	13.52	22.24	18.38	36.37	35.14	24.57	72.11
NM_001183611.3	1.91	3.35	1.59	1.38	1.63	0.63	1.19	1.29	1.82	1.55	1.31	4.49
NM_001183612.3	3.43	5.76	2.35	4.1	2.93	0.98	2.82	2.33	4.01	2.95	3.43	8.04
NM_001183613.1	32.85	58.12	30.95	39.82	33.27	14.94	21.14	18.13	33.55	28.28	20.46	49.93
NM_001183614.3	37.41	73.21	31.56	54.82	42.5	16.87	27.09	22.29	43.85	48.58	32.0	101.99
NM_001183615.1	26.16	44.84	28.0	36.42	38.84	12.7	26.03	24.22	40.11	44.67	32.86	86.41
NM_001183616.3	159.2	225.17	134.49	198.33	195.04	75.36	128.51	119.63	211.32	211.19	143.34	404.39
NM_001183617.1	501.85	826.08	419.58	448.61	414.84	147.9	262.0	218.02	407.96	340.38	245.56	647.12
NM_001183620.3	15.13	24.28	13.62	17.67	16.94	6.33	14.45	13.47	22.52	21.64	17.08	38.25
NM_001183621.1	52.32	78.02	36.33	71.5	74.07	25.87	53.51	47.36	85.97	92.93	63.19	160.04
NM_001183623.3	980.08	1507.42	827.51	1057.11	1112.36	407.87	684.7	614.87	1171.18	1001.65	712.58	1938.82
NM_001183624.1	6.19	9.99	5.37	6.46	6.47	3.3	6.17	6.14	8.57	8.62	5.32	14.81
NM_001183625.3	153.58	248.28	138.27	138.22	137.62	49.49	89.09	77.33	142.4	131.39	95.83	247.47
NM_001183626.1	104.97	160.56	109.36	117.84	111.34	45.37	98.65	79.16	138.84	132.83	93.62	268.97
NM_001183627.3	5.34	9.26	5.22	9.43	8.56	3.07	5.99	4.9	9.94	11.52	8.74	25.22
NM_001183628.1	112.96	187.25	111.25	159.29	153.89	58.65	127.67	108.24	183.42	179.81	137.34	375.53
NM_001183629.3	61.82	93.63	56.16	67.61	62.14	22.41	40.56	33.04	52.33	46.17	35.83	91.41
NM_001183630.1	31.73	53.01	28.38	45.84	46.21	15.33	33.43	29.57	51.14	56.35	38.36	113.16
NM_001183631.3	61.71	100.12	51.31	69.92	65.69	24.14	38.76	32.0	59.35	44.46	33.81	89.97
NM_001183632.1	6.3	11.08	8.25	9.43	7.82	3.42	6.12	6.29	9.94	11.03	6.99	21.33
NM_001183633.3	0.0	0.0	0.08	0.0	0.06	0.0	0.04	0.05	0.0	0.0	0.0	0.08
NM_001183634.1	13.9	29.46	15.21	15.3	16.32	5.82	10.04	8.87	15.13	14.25	10.46	27.84
NM_001183635.3	29.76	46.89	24.14	39.38	33.6	13.05	20.74	19.67	32.64	41.62	29.57	80.83
NM_001183636.1	71.84	109.96	55.17	83.35	78.69	30.86	51.26	45.82	72.75	79.0	55.62	162.41
NM_001183638.3	20.81	34.49	19.83	21.52	21.22	9.91	16.25	15.01	25.25	22.66	16.23	45.11
NM_001183639.1	26.33	42.29	21.27	39.63	41.15	15.25	23.25	19.17	31.36	53.4	33.9	99.45
NM_001183640.3	19.24	30.19	15.89	27.88	28.82	10.69	24.4	22.39	31.72	47.51	30.65	88.53
NM_001183641.1	14.23	18.81	15.36	24.77	22.57	9.16	29.11	24.37	37.38	48.79	39.03	94.71
NM_001183642.3	11.7	15.02	9.54	16.83	14.97	4.84	9.82	8.72	14.77	20.89	13.7	34.45
NM_001183643.1	123.31	180.11	102.47	127.51	134.08	51.3	88.43	77.73	131.0	122.55	88.21	230.63
NM_001183645.3	58.45	88.23	43.97	69.14	69.63	24.06	49.06	45.72	81.41	87.84	64.23	164.36
NM_001183646.1	18.4	30.84	15.44	28.08	26.91	10.3	18.1	15.9	25.89	34.12	23.21	67.37
NM_001183647.3	4.44	6.34	3.03	4.84	5.46	2.36	3.44	3.57	5.11	5.41	4.82	14.13
NM_001183648.1	13.11	22.68	13.24	18.55	15.99	6.29	15.68	13.87	24.71	24.0	17.04	46.72
NM_001183649.3	251.07	380.7	229.47	264.6	263.31	99.82	201.71	172.99	287.71	268.45	195.71	524.23
NM_001183650.1	15.53	27.49	12.87	20.97	18.12	7.55	11.14	9.21	18.78	21.48	16.0	43.33
NM_001183651.3	138.95	212.7	117.0	167.58	156.25	56.89	92.84	86.3	135.01	145.58	107.68	278.45
NM_001183652.1	18.11	28.44	18.16	23.29	17.9	9.08	17.75	13.13	24.61	22.34	15.46	41.22
NM_001183653.3	648.12	945.45	493.3	587.48	620.12	209.97	380.16	349.69	591.38	472.3	342.11	901.45
NM_001183655.1	19.75	29.6	17.94	17.96	15.59	6.84	10.17	10.16	16.32	12.48	9.29	22.09
NM_001183656.3	1.58	0.88	0.53	0.69	0.62	0.28	1.1	0.35	0.73	0.91	0.32	1.18
NM_001183657.1	12.21	22.9	13.02	14.51	16.49	6.53	13.21	10.9	17.32	17.73	12.12	35.46
NM_001183658.6	158.75	286.93	105.27	197.59	160.53	61.41	97.59	82.18	144.86	151.63	107.91	312.56
NM_001183660.1	49.62	83.64	47.15	63.46	64.96	25.28	51.75	43.2	78.4	78.09	51.93	148.87
NM_001183661.3	0.17	0.07	0.08	0.15	0.06	0.0	0.13	0.05	0.0	0.05	0.05	0.08
NM_001183662.1	118.08	190.82	103.68	163.24	147.7	57.44	105.52	89.71	159.81	165.24	118.64	325.42
NM_001183663.3	11.42	22.82	14.53	17.47	20.49	6.96	12.9	11.15	19.87	22.55	14.29	36.48
NM_001183664.1	15.58	23.41	10.67	14.06	17.11	6.68	10.31	9.02	13.4	17.19	10.91	33.68
NM_001183665.3	25.71	34.42	22.48	31.09	32.87	11.79	21.49	16.84	33.09	33.53	25.83	63.05
NM_001183666.1	300.46	467.25	271.47	196.55	217.44	93.76	161.19	170.26	281.97	199.52	134.73	383.73
NM_001183668.3	10.29	11.74	8.78	8.88	7.82	3.81	7.66	6.74	10.85	9.48	7.39	19.55
NM_001183669.1	19.3	28.95	17.56	22.11	21.39	9.0	17.53	12.19	24.71	23.62	17.44	47.14
NM_001183670.3	47.93	77.15	45.03	76.54	75.03	26.58	52.28	47.8	80.04	94.8	68.69	172.91
NM_001183671.1	30.21	51.55	24.22	38.79	37.21	13.05	23.08	17.54	27.53	29.94	20.69	57.97
NM_001183672.3	46.86	73.21	43.29	55.91	59.55	20.09	43.03	36.51	66.55	64.97	44.53	127.46
NM_001183673.1	184.07	289.34	167.64	213.52	208.83	84.33	172.07	148.22	245.69	234.87	183.18	497.82
NM_001183674.3	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.05	0.0	0.08
NM_001183675.2	22.61	41.13	23.54	29.66	27.47	10.73	21.98	18.68	32.91	37.87	26.05	64.66
NM_001183676.3	20.25	31.57	19.6	32.42	27.02	8.85	16.74	16.05	23.79	26.03	20.15	51.88
NM_001183677.1	2.87	5.4	2.65	3.55	3.88	1.26	2.51	2.53	3.92	3.54	2.97	5.84
NM_001183678.3	162.35	240.63	137.97	249.6	237.59	93.25	159.38	143.76	236.48	319.12	231.91	596.0
NM_001183679.1	88.26	152.03	79.69	124.3	127.83	50.32	97.46	83.03	145.22	138.99	98.98	289.87
NM_001183680.3	130.06	213.94	121.62	176.32	175.96	63.22	117.76	101.06	182.6	188.43	137.48	356.31
NM_001183681.1	17.38	34.42	21.19	26.4	26.85	8.85	19.73	15.8	25.98	25.39	18.84	50.19
NM_001183683.3	45.06	77.88	39.81	63.26	58.93	22.05	40.87	36.81	60.26	64.7	48.41	126.87
NM_001183684.1	23.8	45.06	28.61	26.15	27.19	9.55	19.16	15.6	24.52	20.35	16.14	39.52
NM_001183685.3	5.79	7.88	5.6	5.82	5.01	3.07	4.05	4.06	7.11	6.27	5.36	11.17
NM_001183686.1	46.02	73.94	49.27	48.31	48.41	19.3	35.32	30.47	49.41	47.83	34.26	100.88
NM_001183687.3	0.06	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.05	0.0
NM_001183688.1	5.57	7.95	4.47	6.76	5.85	2.2	3.26	4.31	6.02	5.36	3.74	10.41
NM_001183689.3	389.46	629.2	354.27	491.05	483.06	181.15	356.02	288.36	502.77	451.2	335.62	939.28
NM_001183690.1	120.16	185.28	100.35	121.1	125.01	48.55	88.43	79.41	142.03	140.17	93.44	259.24
NM_001183691.3	100.53	162.97	89.76	124.6	128.73	49.3	81.56	77.78	137.02	125.44	85.15	229.53
NM_001183692.1	21.71	36.09	13.77	31.04	31.07	8.26	17.48	16.5	24.25	32.46	22.72	65.0
