name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001184272.1	226	101	76	268	119	104	145	53	64	273	180	71	256	120	109	127	61	78
NM_001184273.1	198	106	102	261	101	114	157	72	67	232	158	69	211	81	86	104	37	48
NM_001184275.1	102	57	44	147	50	62	78	33	42	203	146	40	185	81	55	74	38	44
NM_001184276.1	150	72	48	137	75	74	86	41	44	137	97	54	127	91	59	62	31	36
NM_001184277.1	226	118	88	294	112	132	163	66	90	326	249	86	262	119	139	128	61	79
NM_001184278.1	3147	1750	1314	3788	1942	1596	2033	795	1195	3674	2797	1080	3577	1861	1729	2042	866	1107
NM_001184279.1	161	107	77	204	99	99	100	67	44	199	157	48	186	126	117	125	61	60
NM_001184280.1	1807	1186	743	2174	1226	841	1138	426	668	1673	1587	606	1742	1016	884	1113	455	536
NM_001184281.1	57	19	22	69	27	33	35	19	31	64	53	21	53	29	30	40	28	25
NM_001184282.1	125	53	53	155	93	73	77	38	45	130	88	42	127	45	73	73	27	38
NM_001184283.1	104	51	44	123	55	46	71	24	39	148	104	44	122	55	59	59	31	32
NM_001184284.1	1097	627	478	1360	639	614	713	315	381	1398	1038	409	1153	681	593	738	303	333
NM_001184285.1	259	135	95	300	153	117	186	66	92	311	242	111	321	154	139	149	58	70
NM_001184286.1	975	496	365	1273	519	601	571	229	361	1153	756	318	956	414	419	513	203	255
NM_001184287.1	334	215	171	542	247	219	258	68	153	608	406	174	485	232	222	280	110	132
NM_001184288.1	564	309	270	862	416	314	371	175	199	968	740	290	990	517	467	469	201	228
NM_001184289.1	3	1	1	3	0	2	2	0	2	2	1	1	2	0	1	1	0	3
NM_001184290.1	0	4	2	1	2	1	0	0	0	1	1	0	0	0	0	1	0	0
NM_001184291.1	0	7	0	16	2	4	1	0	0	2	3	2	2	2	3	0	0	0
NM_001184293.1	14	7	6	20	10	15	9	8	10	24	16	12	20	9	13	6	2	6
NM_001184295.1	278	165	84	357	162	121	197	66	106	386	241	120	315	130	125	165	60	82
NM_001184296.1	69	37	34	87	37	36	58	25	25	109	79	30	83	71	41	44	12	25
NM_001184297.1	5	5	4	4	3	5	5	0	2	1	4	1	1	2	1	1	1	1
NM_001184298.1	15	5	6	28	11	6	7	8	3	13	4	2	11	16	2	9	2	2
NM_001184299.1	2	0	0	3	3	0	1	0	0	2	3	0	0	2	0	1	0	0
NM_001184300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184301.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001184302.1	10	0	4	4	4	9	9	0	3	9	10	10	10	8	18	6	0	6
NM_001184303.1	3884	2457	1589	5053	2916	2138	2419	948	1303	5017	3937	1437	5111	2673	2384	2576	1047	1230
NM_001184304.1	192	94	107	238	127	109	129	44	74	283	160	99	245	102	128	105	46	82
NM_001184305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184306.2	72	57	24	99	50	44	51	17	34	87	62	31	76	42	39	47	23	18
NM_001184307.1	344	182	138	438	203	161	220	114	114	446	293	123	376	223	177	239	85	104
NM_001184308.3	336	194	144	363	197	167	166	55	127	379	361	150	337	215	236	209	89	114
NM_001184309.3	289	124	117	413	192	195	224	73	138	379	216	126	307	139	138	174	58	88
NM_001184310.1	716	446	347	972	519	429	439	225	258	541	388	152	516	261	239	247	89	120
NM_001184311.3	7175	4084	3384	8557	4478	3869	4720	2006	2944	7110	5075	2377	6973	3477	3932	4366	1749	2421
NM_001184312.1	12065	7532	5294	14269	7587	6473	7072	3097	4094	10580	11228	4121	10247	6396	6268	5832	2734	3315
NM_001184313.1	100	72	46	130	62	59	70	17	39	141	107	40	130	70	37	66	17	29
NM_001184314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
NM_001184315.1	1256	695	572	1608	752	781	793	295	447	1573	1071	436	1346	670	688	712	266	348
NM_001184316.1	396	213	196	416	245	194	233	102	130	572	458	171	518	296	291	330	128	139
NM_001184317.1	186	81	68	272	99	86	127	29	54	314	167	73	315	122	110	133	49	84
NM_001184318.1	7	13	5	9	9	2	10	1	3	5	5	0	7	3	5	4	1	0
NM_001184319.1	6	6	6	12	4	3	8	3	4	6	3	1	3	4	2	2	0	2
NM_001184320.1	772	391	293	944	444	391	420	183	210	1159	631	286	1131	476	478	591	180	237
NM_001184321.1	64	49	19	85	49	38	54	18	26	63	60	19	82	41	30	55	22	20
NM_001184325.1	130	31	36	151	48	54	104	29	58	175	95	50	124	50	53	81	38	37
NM_001184326.1	1	0	0	6	0	0	0	1	4	3	0	2	0	0	6	1	0	0
NM_001184327.3	9	2	1	9	3	2	1	1	2	11	3	2	5	2	5	0	1	1
NM_001184328.3	532	306	247	620	320	329	378	170	249	802	605	233	643	362	352	369	148	228
NM_001184329.1	211	107	57	227	113	98	102	35	57	180	167	68	222	110	108	76	20	44
NM_001184330.1	312	172	88	384	176	125	206	54	120	429	277	83	377	156	135	158	39	90
NM_001184332.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184335.3	624	300	252	796	360	324	455	190	292	903	591	218	816	335	299	435	163	216
NM_001184336.1	167	58	72	197	66	83	94	36	65	223	134	55	177	98	99	120	42	71
NM_001184338.1	81	30	23	96	33	33	41	11	29	50	33	11	53	21	25	39	18	18
NM_001184339.1	1073	574	526	1265	553	558	716	258	346	1701	1039	436	1474	616	739	842	277	395
NM_001184340.1	371	191	156	488	206	197	195	92	133	540	285	134	555	212	198	263	91	117
NM_001184342.1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
NM_001184344.1	131	69	73	177	63	99	95	29	48	230	146	61	197	81	78	95	44	53
NM_001184346.3	3324	1785	1532	4067	1964	1971	2214	824	1460	5611	4375	1824	4820	2416	2569	2605	1086	1423
NM_001184348.1	202	106	84	282	132	125	147	57	93	376	270	99	302	165	139	191	67	72
NM_001184349.1	202	108	89	243	105	110	156	52	77	215	146	77	261	102	116	105	51	63
NM_001184377.1	194	78	79	310	117	130	141	62	59	323	204	111	297	113	160	116	50	71
NM_001184378.1	10	4	5	4	2	7	5	0	3	9	3	1	3	2	1	5	3	2
NM_001184379.4	14	6	6	10	10	11	8	2	6	12	5	2	10	4	5	7	6	4
NM_001184380.3	7	8	1	5	5	5	4	4	3	17	10	5	14	7	5	11	2	3
NM_001184381.2	24	22	16	16	25	17	16	19	12	36	26	15	39	27	19	30	16	10
NM_001184382.1	306	151	153	436	186	213	224	97	136	580	325	171	491	194	236	268	102	132
NM_001184383.1	121	100	51	219	103	64	132	50	47	112	75	17	117	53	38	65	23	31
NM_001184384.2	121	100	51	219	103	64	132	50	47	112	75	18	117	53	38	65	24	32
NM_001184385.3	68	15	41	64	23	22	48	10	22	41	21	15	33	14	17	24	7	4
NM_001184386.2	87	23	50	81	28	30	54	14	39	55	29	18	41	15	25	33	9	6
NM_001184387.1	33	30	23	56	38	27	27	19	16	38	18	4	15	17	18	6	6	10
NM_001184388.4	53	44	32	78	53	34	44	29	24	51	29	6	27	22	24	14	8	12
NM_001184389.1	17	14	12	9	8	9	12	8	8	18	7	1	3	5	3	1	3	2
NM_001184390.4	25	22	17	23	15	14	23	13	13	27	15	3	16	11	5	4	5	3
NM_001184391.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184392.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184393.1	0	0	3	0	0	0	2	0	3	0	0	1	0	0	3	1	0	1
NM_001184394.2	8	2	7	10	3	1	10	1	5	6	14	5	6	0	6	9	4	4
NM_001184395.1	257	138	84	304	132	128	167	48	77	162	72	21	135	45	47	92	24	35
NM_001184396.2	512	264	160	570	259	220	325	111	163	381	178	73	295	102	111	189	75	100
NM_001184397.1	56	14	29	57	23	18	40	9	17	38	21	11	28	14	9	20	7	3
NM_001184398.2	56	14	29	58	25	18	40	9	18	40	21	11	29	15	9	20	7	3
NM_001184399.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NM_001184400.4	19	8	11	16	3	9	6	5	17	18	10	3	11	2	8	9	3	3
NM_001184401.1	50	22	17	76	34	28	23	12	17	34	16	13	21	15	12	9	3	8
NM_001184402.2	55	25	17	82	40	32	33	12	18	36	17	13	24	17	12	11	3	8
NM_001184403.1	9	8	13	16	8	10	2	11	10	12	26	6	3	12	8	6	8	8
NM_001184404.2	15	18	18	27	21	12	8	13	13	23	34	14	24	16	15	16	11	12
NM_001184405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184406.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184407.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184408.2	273	132	74	274	135	94	166	63	88	241	125	51	175	63	70	114	54	72
NM_001184409.1	71	26	26	85	54	21	37	11	23	48	27	14	40	19	13	26	12	14
NM_001184410.1	1	0	0	1	1	0	1	0	1	4	5	1	3	3	0	2	5	5
NM_001184411.4	1	0	0	1	2	1	2	2	2	8	6	4	6	4	0	3	5	6
NM_001184412.1	36	34	21	80	48	23	47	23	28	41	37	11	49	19	14	43	17	14
NM_001184413.3	24	23	6	40	18	18	22	8	7	52	32	13	51	33	13	20	9	7
NM_001184414.1	210	172	85	329	175	122	173	61	84	376	256	89	368	157	152	161	68	80
NM_001184415.2	261	191	109	418	206	158	229	75	112	436	288	101	412	178	170	199	84	93
NM_001184416.1	3	4	0	2	1	0	0	1	1	3	1	0	0	0	0	0	2	1
NM_001184417.2	2	1	5	1	0	1	2	3	2	6	2	0	2	2	1	2	4	0
NM_001184418.1	10	7	7	6	3	4	6	5	5	12	3	0	2	3	1	1	2	2
NM_001184419.4	13	10	8	11	7	6	10	7	6	15	5	2	6	5	5	3	3	3
NM_001184420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001184421.2	5	2	0	15	9	7	3	7	3	16	6	1	8	6	6	6	0	4
NM_001184422.3	9	0	1	5	0	8	1	3	4	6	1	1	2	1	1	1	0	1
NM_001184423.4	16	4	4	16	8	13	8	5	8	12	5	4	12	3	2	4	0	1
NM_001184424.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184425.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184426.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184427.2	14	5	3	20	7	5	6	5	3	19	9	2	6	5	6	13	1	3
NM_001184428.1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
NM_001184429.1	19	8	4	14	7	2	2	3	2	10	9	4	11	5	3	4	0	2
NM_001184430.1	50	22	17	76	34	28	23	12	17	34	16	13	21	15	12	9	3	8
NM_001184431.1	6	5	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0
NM_001184432.2	116	63	50	158	68	67	88	20	46	125	65	34	111	35	34	59	22	29
NM_001184433.1	6	4	0	7	1	2	1	1	2	8	3	0	4	2	1	1	2	1
NM_001184434.2	14	2	6	16	3	3	10	4	4	16	16	1	11	4	4	10	4	1
NM_001184435.3	13	8	20	33	1	35	14	3	17	23	5	18	12	3	51	15	5	19
NM_001184436.2	34	18	21	48	12	43	25	9	21	35	14	23	25	8	55	23	9	20
NM_001184437.3	58	71	23	118	88	37	78	32	36	70	58	14	66	31	23	62	28	27
NM_001184438.1	843	443	272	1067	508	369	578	177	298	1008	747	210	916	422	376	501	167	238
NM_001184439.1	24	22	18	30	13	23	21	10	10	22	18	7	22	14	13	25	4	10
NM_001184440.1	106	53	68	153	87	76	78	34	50	177	145	56	139	68	93	84	28	39
NM_001184441.1	208	83	58	230	99	89	134	47	51	326	174	77	249	125	112	121	45	59
NM_001184442.3	394	230	146	505	231	237	281	114	156	673	380	168	642	269	280	356	136	182
NM_001184443.1	203	134	90	307	141	119	130	78	106	528	391	136	397	226	192	214	102	109
NM_001184444.1	6	1	4	14	3	4	3	4	2	23	6	4	14	6	5	2	4	1
NM_001184445.1	2607	1704	1176	3197	1934	1425	1716	763	955	2631	2104	842	2827	1623	1563	1789	808	866
NM_001184446.3	4	15	6	7	6	5	7	3	2	16	10	2	7	9	9	2	7	1
NM_001184447.3	6	8	1	13	8	7	10	1	8	11	11	7	13	11	7	13	4	4
NM_001184448.1	414	227	208	570	275	232	250	93	137	570	418	136	536	262	245	301	109	147
NM_001184449.1	95	41	41	113	60	42	63	16	30	62	38	19	52	23	23	40	19	16
NM_001184450.1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	1	0	0	1
NM_001184453.1	184	119	73	280	128	92	131	51	66	181	174	69	210	97	89	113	53	54
NM_001184454.1	233	144	93	293	151	161	137	76	75	313	259	88	328	176	180	137	69	53
NM_001184455.1	134	96	63	166	113	90	109	35	54	170	130	57	150	68	86	79	35	40
NM_001184456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184457.1	54	27	21	76	20	32	25	10	22	52	35	14	51	24	21	16	6	5
NM_001184458.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184461.1	84	49	41	116	55	54	46	21	35	93	83	34	105	52	35	51	20	23
NM_001184462.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001184465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184469.3	84	42	26	108	60	40	51	27	38	105	86	31	85	51	58	51	24	27
NM_001184470.3	114	78	58	134	93	79	80	40	39	146	126	64	146	74	78	81	44	27
NM_001184471.3	15	16	8	25	14	14	14	6	11	42	19	11	27	15	15	14	5	7
NM_001184472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184474.3	263	143	99	370	179	175	201	75	139	433	247	108	365	156	167	189	61	102
NM_001184476.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184477.3	223	146	102	243	123	103	133	61	66	253	191	79	255	107	120	166	74	79
NM_001184481.1	72	27	25	102	44	34	44	20	26	109	79	25	94	45	37	52	23	30
NM_001184482.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
NM_001184484.1	117	69	56	136	72	57	94	25	45	118	96	35	119	67	60	70	36	36
NM_001184486.1	163	60	65	198	83	102	93	30	43	217	132	63	158	62	108	84	36	64
NM_001184487.1	3	3	1	2	4	2	3	2	1	1	2	0	4	2	1	1	0	2
NM_001184490.1	40	21	19	73	22	30	29	8	15	59	51	24	67	22	42	24	11	18
NM_001184492.1	45	26	18	66	25	29	31	16	14	60	34	14	48	12	19	27	5	16
NM_001184493.1	26	20	16	37	16	21	16	6	10	58	36	22	54	25	34	17	9	10
NM_001184510.3	51	43	17	85	39	23	46	11	18	74	55	11	79	40	31	45	16	16
NM_001184511.1	21	18	10	36	23	17	28	8	10	53	31	11	51	15	23	18	8	8
NM_001184512.1	270	185	108	338	212	158	196	87	111	465	384	161	441	227	185	208	99	133
NM_001184513.1	104	76	46	172	70	89	79	23	56	166	116	49	132	65	75	62	29	37
NM_001184514.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184515.1	42	52	14	41	23	29	30	16	15	12	35	19	35	32	25	18	18	14
NM_001184516.1	1284	659	486	1277	718	622	830	324	576	1702	1061	572	1585	740	879	1068	436	608
NM_001184517.3	42	16	20	40	27	22	37	7	12	78	33	22	54	24	29	19	10	11
NM_001184518.1	798	443	269	979	475	323	554	190	242	974	837	235	901	530	344	515	192	211
NM_001184519.1	75	42	19	85	36	43	41	17	32	70	50	25	79	26	29	40	10	13
NM_001184520.1	149	69	47	133	74	76	77	35	50	149	94	44	111	58	57	61	25	34
NM_001184521.1	229	137	82	269	124	81	130	65	68	255	249	79	276	156	107	134	57	60
NM_001184522.3	115	71	49	190	100	96	96	55	50	156	82	41	126	59	69	72	42	33
NM_001184523.1	15	11	9	12	10	16	15	4	12	16	21	5	20	11	12	9	10	4
NM_001184524.1	22	8	6	10	10	10	7	6	8	12	10	10	11	10	9	2	2	1
NM_001184525.1	944	573	328	1077	536	387	687	244	318	1013	840	260	1030	500	382	628	243	313
NM_001184526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184527.1	12	10	2	22	7	3	9	1	6	10	5	2	13	7	5	12	5	8
NM_001184528.1	102	56	71	150	53	72	72	27	47	191	144	47	135	82	74	92	24	61
NM_001184529.1	109	55	36	120	73	45	67	25	26	122	91	26	106	55	57	60	21	18
NM_001184530.1	80	39	26	119	55	43	47	14	32	143	75	34	110	34	55	53	19	25
NM_001184531.3	246	96	81	322	120	127	141	57	93	388	223	84	311	124	128	154	82	83
NM_001184532.1	39	20	26	40	13	23	30	11	23	37	21	10	45	19	15	18	11	11
NM_001184533.1	5	0	1	4	2	1	2	0	3	3	0	1	3	3	1	4	3	1
NM_001184534.1	162	67	48	159	77	67	87	37	58	180	115	39	152	62	72	72	24	48
NM_001184535.1	0	0	0	0	1	1	0	0	0	2	0	0	1	1	0	1	0	0
NM_001184536.1	85	38	35	95	50	35	51	25	23	113	83	24	113	39	45	39	29	19
NM_001184537.1	51	24	20	72	46	26	40	11	23	72	45	14	84	34	27	43	9	21
NM_001184539.1	0	0	0	2	0	1	1	0	0	3	1	2	4	1	2	1	2	0
NM_001184540.1	2	0	0	1	2	0	0	0	0	1	1	0	0	0	1	1	0	0
NM_001184541.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184543.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NM_001184544.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184545.3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NM_001184546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184547.3	3	1	2	2	0	1	1	0	1	4	2	0	0	2	0	0	0	0
NM_001184548.3	0	2	0	1	0	2	0	0	1	0	0	0	1	1	2	1	0	0
NM_001184549.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184551.1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0
NM_001184552.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184553.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184554.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184555.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NM_001184556.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184561.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184564.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184566.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184567.1	1	0	1	0	4	0	1	2	2	1	1	1	1	3	0	1	1	0
NM_001184569.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NM_001184570.3	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1
NM_001184571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NM_001184574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184575.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184576.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184577.1	0	0	0	1	2	1	0	0	0	2	1	0	2	2	1	0	1	0
NM_001184578.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001184579.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184580.1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
NM_001184582.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184583.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184584.1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
NM_001184585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184586.1	1	1	0	2	0	1	1	0	0	3	1	1	2	2	0	0	0	1
NM_001184587.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184589.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NM_001184590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184591.1	10	14	14	12	10	9	10	10	7	7	13	5	9	16	2	4	12	7
NM_001184592.3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1
NM_001184593.3	7	20	21	10	33	9	10	12	4	18	31	57	19	52	16	9	16	16
NM_001184594.1	1	0	0	3	0	1	0	1	1	1	2	0	3	0	1	0	0	0
NM_001184595.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184596.1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
NM_001184597.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NM_001184598.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_001184599.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184601.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NM_001184602.3	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
NM_001184603.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184604.1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0
NM_001184605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184608.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184609.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184610.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184612.1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
NM_001184613.1	1	6	2	3	7	10	1	7	2	5	3	3	2	16	5	3	8	3
NM_001184614.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NM_001184615.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NM_001184616.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184617.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184619.3	236	139	89	283	141	108	194	72	82	293	204	64	268	130	105	156	46	67
NM_001184620.1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0
NM_001184621.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184622.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184624.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184625.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NM_001184626.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184627.1	0	0	2	0	0	0	1	0	0	0	2	0	1	2	2	0	1	0
NM_001184628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184631.1	13657	8813	6554	16086	9019	7133	8848	5031	5422	11882	10471	4006	11890	7467	7273	9095	4414	4268
NM_001184632.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NM_001184633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184634.1	3	7	3	0	1	1	0	1	0	2	2	1	3	1	1	0	0	1
NM_001184635.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_001184636.1	156	84	73	187	96	96	95	59	81	170	130	56	104	72	85	120	34	64
NM_001184637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184639.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184641.1	0	0	0	4	1	0	1	0	0	3	2	0	1	0	2	0	0	1
NM_001184642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001184643.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184645.1	2	2	4	3	10	2	4	0	1	1	8	2	2	2	3	2	2	1
NM_001184646.3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NM_001184647.4	162	55	37	209	102	68	112	36	52	176	150	57	140	86	74	79	29	51
NM_001184648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184649.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184651.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184652.1	5	16	35	14	21	45	4	9	1	17	17	27	13	18	25	10	2	1
NM_001184653.1	236	179	113	308	160	129	145	70	115	350	277	110	284	167	145	160	98	77
NM_001184654.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NM_001184655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184656.1	2	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0
NM_001184658.1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
NM_001184659.3	88	36	27	113	57	38	51	27	26	124	72	35	101	36	63	51	18	40
NM_001184660.1	0	1	0	2	1	0	0	0	0	0	0	0	1	0	2	1	0	0
