transcript_id	m_GR_in_01d_1.isoforms.results	m_GR_in_01d_2.isoforms.results	m_GR_in_01d_3.isoforms.results	m_GR_un_01d_1.isoforms.results	m_GR_un_01d_2.isoforms.results	m_GR_un_01d_3.isoforms.results	m_GR_in_02d_1.isoforms.results	m_GR_in_02d_2.isoforms.results	m_GR_in_02d_3.isoforms.results	m_GR_un_02d_1.isoforms.results	m_GR_un_02d_2.isoforms.results	m_GR_un_02d_3.isoforms.results	m_GR_in_04d_1.isoforms.results	m_GR_in_04d_2.isoforms.results	m_GR_in_04d_3.isoforms.results	m_GR_un_04d_1.isoforms.results	m_GR_un_04d_2.isoforms.results	m_GR_un_04d_3.isoforms.results	m_GR_in_07d_1.isoforms.results	m_GR_in_07d_2.isoforms.results	m_GR_in_07d_3.isoforms.results	m_GR_un_07d_1.isoforms.results	m_GR_un_07d_2.isoforms.results	m_GR_un_07d_3.isoforms.results	m_GR_in_10d_1.isoforms.results	m_GR_in_10d_2.isoforms.results	m_GR_in_10d_3.isoforms.results	m_GR_un_10d_1.isoforms.results	m_GR_un_10d_2.isoforms.results	m_GR_un_10d_3.isoforms.results	m_GR_in_15d_1.isoforms.results	m_GR_in_15d_2.isoforms.results	m_GR_in_15d_3.isoforms.results	m_GR_un_15d_1.isoforms.results	m_GR_un_15d_2.isoforms.results	m_GR_un_15d_3.isoforms.results	m_GR_in_20d_1.isoforms.results	m_GR_in_20d_2.isoforms.results	m_GR_in_20d_3.isoforms.results	m_GR_un_20d_1.isoforms.results	m_GR_un_20d_2.isoforms.results	m_GR_un_20d_3.isoforms.results	m_GR_in_25d_1.isoforms.results	m_GR_in_25d_2.isoforms.results	m_GR_in_25d_3.isoforms.results	m_GR_un_25d_1.isoforms.results	m_GR_un_25d_2.isoforms.results	m_GR_un_25d_3.isoforms.results
XM_041011779.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011782.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09	0	0	0	0	0	0	0	0	0	0
XM_041011784.1	0	2	2	2	0	0	0	0	0	1	1	0	1	0	3	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
XM_041011789.1	0	0	1.99	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	9.05	3	0	0	0	0	0	0	0
XM_041011790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011806.1	5	5	5	3	1	2	0	0	0	1	0	0	3	2	3	1	2	3	4	0	2	0	4	6	0	1	1	7	9	10	0	0	0	0	1	1	1	0	8	6	2	2	2	0	0	3	0	0
XM_041011810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
XM_041011815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04	1.29	0	0	0	0	0	0	0	0	0	1.82	0	0	0	1	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
XM_041011822.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
XM_041011825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011842.1	18	38	23	30.86	14	28	7	7	18	7.29	12	22	19	17.6	42	10	15	23	33	31	13	50	27	40.7	71.88	74.41	212.44	22.58	46.72	27	47	43	64	39	80	54	10.17	31	13.24	30.33	34	27	12	7	20	48	46	43
XM_041011847.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011851.1	0	0	0	1.05	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1.05	0	0	5.69	1.39	1.2	0	1	1	4	0	0	0	4	5	1	0	0	0	1	0	4	0	0	0
XM_041011858.1	0	0	0	1.01	0	1.01	0	0	3	1	0	1	0	2.12	3.02	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011884.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	154.21	212.22	633.62	0	0	0	750	465	764	0	0	0	408.74	479.48	475.41	0	0	0	412	339.85	422.95	0	0	0
XM_041011890.1	1	3	4.2	2	3	7	3	2	2	2	3	1	3	0	2	0	7	3	1	2	0	3	6	1	0	2	3	4	3	2	0	2	2	2	0	0	0	0	0	0	1	0	0	1	0	0	3	1
XM_041011897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011908.1	0	0	0.31	0	0	0	3.07	0	0	0	0	8.43	0	0	0	0	0	0	0	3.17	9	10.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52	0	0	17.85	0	0	0	0.04	1.96	0
XM_041011925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.14	18.41	0	0	0	0	65.67	0	104.97	52.17	48.4	0	0	0	33.38	41.61	0	34.65	102	33.92	0	0	0	0	37.71	0	0	0
XM_041011928.1	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011937.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011938.1	0	59.65	1.27	20.57	13.36	0	33.26	9.84	22.69	41.05	20.92	33.49	30.5	35.38	0	0	4.09	61.09	0	2.92	3.36	1.69	0	0	1.04	4.71	2.31	24.94	35.1	23.52	2.7	0	3	0	11.4	0	7.8	0	0	4.24	0	33.31	0	0	0	37.74	0.78	19.35
XM_041011939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0	0	0	0	0	0	0	0	0
XM_041011944.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
XM_041011948.1	13.87	15	10.54	15.63	5	15	3	7	7	8	11	10	10	6	7.19	10	14	14	4	2	2	3	7	8	4	7	8.35	1.05	4	3	24	12	9	2	13	13	1	10	9	15	9	23	5	4	7.3	3	3	6
XM_041011950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
XM_041011957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011961.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041011963.1	19	8	18	1	2	4	1	6	2	4	1	1	8	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	3	1	0	0	3	4	1	0	0	0	2	2	1
XM_041011968.1	1	6	6	5	5	9	1	1	7	0	4	3	8	4	11	4	5	6	22	5	5	9	4	7	2	6	12	5	4	10	15	7	10	6	11	18	5	15	4	18	8	7	2	4	6	8	18	12
XM_041011980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	4.4	0	0	0	0	0	6.02	2.65	0	0	0	0	2.78	0	0	1	1	0
XM_041011989.1	0.13	7.92	37.89	11.73	0	37	5	10	6	7	0	10	13	11	0	12.35	12.15	0	14	0	10	1.53	0	9	0	17	15.29	11	0	0	23	27	32	43.76	66	72	23.11	15.53	20.77	37.88	19.78	33.93	12	16	41	0	15	12.19
XM_041011993.1	3	0	4	2.01	0	1	1	0	0	0	0	0	1	3.07	6	0	0	3	1	1	1	2	5	9	0	0	2	1	3	2	3	0	0	9	5	14	0	0	0	6	13	5	3	1	3	2	2	1
XM_041012000.1	0	4	0	0	0	0	2	0	3	0	0	0	0	0	0	0	10	0	11	0	0	0	0	4	0	8	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	6	0	10	4.43	0
XM_041012003.1	4	2	10	3	3	6	1	1	3	2	5	1	5	1	4	0	4	5	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	1
XM_041012010.1	0	0	0	6.58	0	0	0	4	5	5.76	0	0	6	0	0	0	7	0.7	0	4	2	8	0	1	0	0.04	0	5	7.67	11	0	0	0	0	0	0	5.54	0	0	3	0	3	0	2.48	0	5	4	1
XM_041012015.1	4.85	10.51	10.07	15.87	20.78	18.44	0	0	0	0	0	10.16	10.22	16.68	15.18	10.38	5.12	26.27	9.02	14.34	15.48	22.64	12.59	32.16	5.11	5.14	0	0	5.14	14.82	4.84	0	14.66	4.94	0	0	5.51	0	0	10.15	15.69	5.3	0	0	0	0	14.35	0
XM_041012022.1	0	4	4	4	3	1	1	2	1	0	0	1	0	0	1	0	1	0	1	6	0	0	1	0	9.13	4.08	5.13	1	2	0	0	9	11.03	3	4	2	2.07	7.26	9.14	2.01	0	0	12.08	0	0	3	4	2.07
XM_041012039.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9	40.11	226.61	0	0	0	65.99	0	0	0	0	0	0	96.54	48.11	0	0	0	0	0	0	0	0	0
XM_041012075.1	0	0	16.82	32.98	0	0	0	0	0	0	0	0	0	0	37.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.22	0	0	0	0	0	0	0	0	0
XM_041012084.1	0	0	0	0	25.64	0	13	0	0	0	0	0	0	0	0	0	0	0	72	0	24	26	10	8	241	0	471.43	1	0	10	520	230.55	313.05	0	0	0	113	174	228	0	22.96	0	263	202	131.64	0	21	0
XM_041012085.1	146	203.46	230.2	215.16	159.57	178	95	107	178.36	129	155	149	219.39	173.85	283.54	172.28	173	182	108	153.95	41	227	159.58	173	89.11	105	309	167	313.59	274	202	92	153	97	147	148	67.33	69.34	88.4	229	158	163	128	95.53	182	161.57	173	193
XM_041012090.1	14.46	26.55	12.46	4.67	13.96	14.04	0	0	3.58	0	0	2.44	5.49	5.49	9.49	2.4	4.26	0	5.26	4.71	0	3.04	3.33	4.14	0	8.55	2.79	0	0	2.73	7.74	3.67	0	3.5	0	6.48	0	0	16.45	7.76	9.39	11.34	0	0	11.18	0	7.9	12.17
XM_041012097.1	33.95	91.01	75.88	55.56	84.16	128.11	9.65	18.1	32.9	14.92	38.19	16.53	38.03	39.56	35.63	37.26	35.32	37.31	18.22	24.85	4.16	25.46	13.32	38.88	18.05	31.58	51.74	30.37	66.6	40.31	10.02	0	32.08	14.55	40.86	60.57	3.92	19.88	16.69	25.88	73.42	23.82	0	3.26	43.5	8.33	47.67	22.27
XM_041012099.1	0	0	0	0	1.41	0	3.34	0	0	0	2.99	0	0	0	5.73	0	6.3	0	0	0	0	0	6.19	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	21.28	0	5.54	0	0	0	0	4.25	0
XM_041012104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012122.1	11.46	20.38	24.42	6.3	6.32	20.76	7.1	9.1	16.49	9.34	13.17	11.17	12.38	8.02	26.97	12.64	9.23	13.24	36.23	18.01	13.21	20.36	16.09	4.03	0	10.24	16.9	1.08	3.07	8.13	4.19	1.04	6.26	9.04	8.03	8.04	0	4.82	11.42	32.9	23.4	21.78	5.8	0	0	10.23	11.32	12.22
XM_041012123.1	55.99	85.41	76.71	30.06	16.88	29.41	12.26	17.09	0	28.48	52.93	30.4	64.11	10	48.03	19.13	9.69	19.41	62.12	34.85	22.93	57.48	8.61	43.86	0	8.19	0	12.85	0	64.56	33.06	0	69.88	72.72	95.95	29.56	7.91	14.04	33.84	113	93.33	101.96	30.14	24.51	51.89	15.89	0	27.85
XM_041012125.1	34.89	49.78	33.4	15.83	15.8	43.48	0	0	28.6	24	0	24.02	18.84	32.04	17.92	38.79	0	35.71	44.66	38.09	0	0	0	48.32	67.15	13.2	46.69	55	35.49	35.48	10.07	0	9.51	0	28.08	38.04	0	35.97	10.95	6.37	38.18	0	0	9.27	21.72	10.57	0	47.04
XM_041012136.1	90.35	104.64	126.73	103.45	99.52	155.58	32	37.08	52.13	25.85	27.54	39	99.9	52.66	129.52	95.21	52.22	79.11	71.79	70.64	31.75	120.19	105.62	119	21.31	28.03	56.16	29.72	45.73	34.84	37.61	34	30.33	25	57.23	36.31	17.2	4.67	12.91	42.21	20.91	33.08	16.56	15.34	9.69	26.24	27.83	28.39
XM_041012142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012147.1	23.86	31.58	52.35	38.26	42.54	34.87	14.5	0	0	17.01	12.79	20.64	24.81	18.01	33.88	9.66	12.11	1.9	0	11.29	7.76	0	12.59	8.92	0	0	77.5	6.73	17.58	30.59	22.37	43.09	10.48	16.83	3.9	35.96	30.02	0	32.7	29.06	30.43	25.82	30.2	45.7	16.96	12.17	26.38	7.8
XM_041012152.1	82	125	102	116.26	103.49	91	123	164	240	164	202.04	205	174	128.99	168.26	137	155	249	86	111	24	140	100	151	149.52	139	337.51	313.6	408	496	191	112	142	141	243	209.37	63	49.43	78	175.8	137	129.76	108	95	187	77.37	95.4	99
XM_041012156.1	66.77	82.64	51.28	32.27	0	64.32	28.49	25.42	11.99	0.04	0	63.95	62.03	30.92	88.78	16.39	75.67	34	76.77	50.15	37.76	103	84.72	43.94	16.72	0	13.37	24.08	69.44	64.48	0	6.24	11.36	0	17.81	8.01	0	12.46	0	128.77	54.93	68.09	22.08	8.3	15.32	27.57	56.66	119.3
XM_041012168.1	0	19.95	24.09	21.76	20.31	0	0	0	9.87	0	9.15	0	11.23	11.18	12.77	40.6	0	0	0	0	19.25	19.26	10.58	25.86	3.27	0	0	7.78	5.29	0	4	3	0	23.62	57.09	0	0	0	5	0	0	15.89	1.54	1.56	2.87	25.57	27.09	17.24
XM_041012181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012188.1	0	47	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	6	0	0	34	58	8.93	31	14	10	0	24.42	0	0	3	3	0	0	0	3	11	17	3.64	0	0
XM_041012193.1	105.65	172.54	151.17	138.69	90.06	82.15	39.52	55.37	73.32	60.17	72.12	55.19	59.55	38.1	58.81	44.62	37.55	45.22	25.49	15.99	32.24	25.57	50.86	70.64	47.9	31.48	115.4	10.73	18.43	18.46	62	43.55	84.82	95.97	94.03	161.63	16.51	17.94	50.26	106.6	130.53	71.58	84.93	49.46	89.63	43.3	27.73	25.27
XM_041012197.1	0	8.12	14.75	0	8.55	4.13	0	12.26	14	0	0	2.9	3.49	9.01	13.52	4.25	8.2	0	3.29	10.93	0	12.12	5.31	17	7.99	4.66	7.54	5.36	19.42	13.53	5.07	10.67	11.42	0	0	17.34	8.87	8.2	8.48	34.64	25.01	8.86	3.36	0	0	0	0	0
XM_041012211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012212.1	316.23	795.29	1162.24	863.84	757.86	882	219.67	314.16	487.07	300.12	404.81	285.43	573.96	419.6	862.99	311.71	339.54	387.26	722.81	667.07	274.65	785.97	532.87	665.33	59.61	58.5	183.31	129.7	171.54	180.41	136.54	96.05	227.68	778.55	1384.94	1259.6	32.73	48.56	40.19	1271.94	835.32	740.7	28.31	34.22	31.66	695.05	977.87	921.76
XM_041012213.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012223.1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	5.1	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	4.69	1	0	2	2	1.76	1
XM_041012225.1	0	0	0	0	0	0	0	0	0	0	0	0	0	39.09	0	0	28.83	29.22	0	44.96	0	0	28.46	28.76	0	0	0	87.49	0	57.32	0	0	0.62	0	50.19	55.77	0	0	0	0	41.9	0	0	0	6.59	0	0	0
XM_041012227.1	0	0	0	0	0	14.19	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
XM_041012232.1	68.11	112.11	123.26	87.88	52.43	73.86	27.51	34.75	30.29	24	45.77	31.32	42.28	33.27	40.6	47.21	36.73	29.37	47.34	61.57	11.68	76.77	47.14	64.34	72.52	83.47	234.33	44.97	48.09	54.39	98.53	58.43	95	31.41	54	43.38	60.9	68.26	92.24	58.26	65.09	54.86	47.05	87.96	81.09	38.82	41.67	42.68
XM_041012249.1	2.13	1.03	7.59	4.7	0	2.41	0	0	4	1	4.28	1.19	0	1.83	1.26	2	4	3.78	0	2.2	2	3.31	1	6	2.41	4.59	8.67	1.3	10	3	2	3	0	1	4.65	0	0	5.11	4.6	7	6	2.4	3.3	3.47	3.39	4.31	5.46	5.48
XM_041012262.1	0	0	0	0	0	35.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012280.1	0	27.08	32.5	39.57	10.24	27.92	0	0	50.6	38	44.72	11.73	0	33.34	12.38	18.5	12.17	31.9	10.52	0	21	37.53	0	0	27.87	0	50.51	45.16	0	53.42	26.22	0	0	39.69	45.97	54.86	0	0	19.63	13.96	0	45.38	21.4	0	0	10.2	49.49	0
XM_041012288.1	12.86	12.48	11.41	12.2	7.6	10.98	5	0	8.36	1	7.78	8.73	7.77	10	9.86	5	4.81	5	4.52	2.68	2.04	6.26	0.82	4.95	27	22.55	57.34	1	2.64	3.42	20.75	18	17.88	2	4.79	2.51	10.4	0	10.55	7.71	3.89	12.35	4.77	2.61	12.69	0.97	0	1.69
XM_041012301.1	377.42	1023.24	1109.14	861.89	727.95	1242.94	182.03	271.85	432.96	173.34	321.38	247.48	588.65	541.27	851.33	282.49	357.07	293.21	1396.08	1112.28	516.73	1291.62	1113.82	1091.83	146.59	139.21	468.64	171.32	258.42	241.22	368.98	279.27	494.23	1105.69	1877.74	1582.99	85.17	89.6	112.25	1282.09	1265.56	1048.77	187.51	146.09	254.27	785.26	844.98	810.04
XM_041012318.1	47.08	72.36	53.28	70.91	69.56	56.65	16.13	17	18.68	0	10.97	25	21.49	40.03	42.85	41.26	20	27.7	22	37	12.14	34.12	15	38.6	33.66	36.65	140.33	0	41.01	29.78	43.64	45.5	49.9	82.89	132.26	147.18	42.7	47.33	60.66	98.58	98	64.39	72.18	53.55	93.41	51.84	28.2	46.79
XM_041012320.1	0	0	4.93	8.46	34.94	12.04	0	0	11.18	0	0	14.9	0	0	5.28	0	7.45	0	34.05	5.77	0	0	0	5.63	0	15.39	10.19	4.69	0	0	7.93	8.27	0	15.88	19.11	0	0	0	21.6	0	0	0	15.17	0	0	0	0	0
XM_041012321.1	0	0	0	0	2	0	0	0	0	1.99	0	0	0	0	0	0	0	0	0	0	0	0	2.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012361.1	9.63	17.42	9.26	8.18	13.01	11.15	0	0	6.53	0	1.7	4.34	0	0	6.96	2.3	0	0	0	4.39	0	2.79	4.26	4.23	0	4.44	10.58	4	0	3.91	4.29	5.21	1.87	0	6.54	16.73	2.9	5.4	9.25	12.04	16.52	6.96	6.86	6.92	11.2	6.38	1.33	9.7
XM_041012375.1	30.11	39.25	9.52	0	0	19.97	0	9.45	0	0	0	9.44	0	0	9.97	0	0	9.84	0	9.16	9.48	0	21.08	18.57	39.77	18.21	65.2	10.14	0	0	0	0	0	0	0	0	10.41	10.06	50.73	10	19.22	9.82	9.82	9.66	28.75	35.21	13.52	15.36
XM_041012378.1	0	3.64	0	0	0	9.89	0	0	8.94	0	0	0	7.38	0	18.31	8.14	7.24	0	0	0	19.89	5.83	0	0	0	0	0	11.44	9.37	9.18	17.37	0	0	0	0	0	0	5.08	0	2.48	0	0	4.07	0	0	0	0	0
XM_041012380.1	0	0	0	27.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89	0	0	0	5.61	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012381.1	16.49	18.63	27.35	24.06	10.36	14.61	6.43	13.2	10.73	13.48	9.7	8.88	1.81	4.67	19.33	9.62	8.57	14.89	1.34	8.76	4.59	18.24	6.78	18.43	7.68	6.7	10.69	8.17	8.4	29.06	15.08	3.54	12.72	36.26	64.93	53.58	1.63	6.66	8.98	31.9	20.31	22.56	11.05	12.19	17.22	18.18	4.52	7.53
XM_041012383.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.1	0	0	0	0	0	0	0	0	0	0	0	0
XM_041012385.1	70.43	89.34	82.41	83.33	67.7	100.36	5.51	20.98	21.97	30.48	31.9	28.53	22	20.6	53.1	39.1	59.48	32.82	32.8	33.74	15.36	50.22	46.29	68.22	22.04	28.7	94.67	18.44	51.17	40.62	34.61	2.83	44.18	21.83	49.25	33.49	23.57	29.34	26.49	49.02	49.46	45.54	23.45	13.39	24.04	12.07	6.74	22.53
XM_041012392.1	102.4	146.57	160.84	100.47	127.98	151.35	15.05	38.38	38.18	36.7	54.55	27.49	48.95	25.57	77.63	47.37	73.61	41.6	25.22	18.66	8.43	51.48	62.79	45.72	71.53	159.85	277.29	50.17	32.56	26.19	177.35	55.52	167.55	3.7	2.7	6.23	117.22	155.25	135.57	27.32	3.02	4.46	128.75	67.24	60.37	0	43.47	16.12
XM_041012410.1	0	0	0	0	0	0	0	0	46.87	0	0	0	36.56	20.46	0	0	0	21.36	0	0	0	0	10.2	18.84	12.73	0	108.48	0	0	0	16.61	0	17.93	0	0	0	38.2	16.3	21.72	16.09	0	0	61.29	13.05	42.2	0	20	32.19
XM_041012440.1	12.18	13.07	10.14	13.09	0	5.12	3.07	0	2	7	9.18	9.11	0	0	22.4	9.36	0	6	0.01	15	10.19	27.02	0	7.16	37.02	66	145.23	12.17	0	19.08	89.97	0	75.35	15	55	30	55.72	33.78	47.98	14.91	34.15	0	73.77	73.86	70.22	5.2	20.65	0
XM_041012465.1	60.12	24.59	16.19	24.81	61.29	29.1	0	51.14	9.55	60.44	31.94	27.85	33.89	18.22	28.91	28.54	30.58	29.57	0	22.99	17.18	43.55	18.48	16.74	10.79	13.47	43.37	9.23	13.08	39.31	6.46	9.2	62.52	9.96	44.12	51.61	0	0	48.69	12.33	32.78	23.25	20.18	14.04	14.71	24.12	0	0
XM_041012468.1	21.51	31.42	0	0	0	0	22	24	44	20.8	43.48	32.57	24	0	21.35	4.39	0	20	5.75	0	4	16.63	1.35	0	32	24.69	39.98	0	26	32	17	0	0	39.81	22.86	63.59	15	0	0	31.28	0	12.65	26	7.31	11.94	0	0	25
XM_041012477.1	0	0	0	1	1	1	0	1	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	1	1	1	0	0	2	0	0	0	0	0	1	0	1	0
XM_041012514.1	215.3	284.6	438.99	269.8	354.37	443.74	121.04	199.82	466.17	269.27	363.56	267.79	451.88	435.34	727.92	310.69	439.86	236.73	437.63	459.95	139.55	543.45	400.6	378.54	68.96	53.85	255.33	145.8	214.71	352.45	456.97	258.87	557.89	315.12	553.66	520.47	68.26	55.82	97.75	463.65	251.38	240.13	139.1	103.25	137.02	782.73	619.23	644.91
XM_041012517.1	213.99	390.25	296.77	318.6	203.3	256.85	95.39	119.52	261.65	121.55	244.94	271.69	194	116	238.48	100.04	180.64	176	142.69	62.67	54	165.48	192	146.89	87.52	122	371.31	94.45	125.98	111.17	100.43	0	66	182.18	351.43	355.37	41	16.94	69.73	209.41	343.5	167.29	75	80.77	114	182	164.66	201
XM_041012523.1	0	0	0	0	0	4.29	0	0	0	0	0	0	0	18.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27	0	16.27	0	0	0	0
XM_041012525.1	123.29	208.51	219	147.78	122.68	184.77	83	120	143	82.97	160	118.3	145.75	104.27	196	92.35	106	118	188.31	195.7	76	220.34	172.32	206	18	36	117	92.42	147.45	149	101	76	139	452	796.68	606	21	25	20.22	459	278	320.32	18	16	19.2	291	324	332
XM_041012533.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
